dataset_accession,gene_id,probe_id,probe_variance,gene_symbol,gene_symbol_raw,gene_title,probes_per_gene
GSE63060,1803,ILMN_1692535,0.00909084561872511,DPP4,DPP4,dipeptidyl peptidase 4,1
GSE63060,1804,ILMN_1663580,0.0153865370172748,DPP6,DPP6,dipeptidyl peptidase like 6,2
GSE63060,1805,ILMN_1708107,0.00518903559889965,DPT,DPT,dermatopontin,1
GSE63060,1806,ILMN_1795715,0.0935987700125839,DPYD,DPYD,dihydropyrimidine dehydrogenase,1
GSE63060,1807,ILMN_1749324,0.00454087239056995,DPYS,DPYS,dihydropyrimidinase,1
GSE63060,1808,ILMN_1672503,0.108979002603181,DPYSL2,DPYSL2,dihydropyrimidinase like 2,1
GSE63060,181,ILMN_1770336,0.00667458169736369,AGRP,AGRP,agouti related neuropeptide,2
GSE63060,1810,ILMN_1759983,0.0659469888799298,DR1,DR1,down-regulator of transcription 1,1
GSE63060,1812,ILMN_1773210,0.00619019971240622,DRD1,DRD1,dopamine receptor D1,1
GSE63060,1813,ILMN_1675057,0.0128537426950376,DRD2,DRD2,dopamine receptor D2,3
GSE63060,1814,ILMN_1738251,0.0117469752446515,DRD3,DRD3,dopamine receptor D3,2
GSE63060,1815,ILMN_2112915,0.00927692325662044,DRD4,DRD4,dopamine receptor D4,1
GSE63060,1819,ILMN_1810531,0.0268208162432114,DRG2,DRG2,developmentally regulated GTP binding protein 2,1
GSE63060,182,ILMN_1691376,0.00613764515676285,JAG1,JAG1,jagged 1,1
GSE63060,1820,ILMN_1670130,0.148237042390806,ARID3A,ARID3A,AT-rich interaction domain 3A,1
GSE63060,1821,ILMN_1702329,0.00290657401840215,DRP2,DRP2,dystrophin related protein 2,1
GSE63060,1822,ILMN_1737833,0.0146357353503613,ATN1,ATN1,atrophin 1,3
GSE63060,1823,ILMN_2402640,0.0198727384707277,DSC1,DSC1,desmocollin 1,2
GSE63060,1824,ILMN_1663119,0.176641744446497,DSC2,DSC2,desmocollin 2,2
GSE63060,1825,ILMN_2359159,0.00390773609278257,DSC3,DSC3,desmocollin 3,2
GSE63060,1826,ILMN_1658420,0.342095262284269,DSCAM,DSCAM,DS cell adhesion molecule,3
GSE63060,1827,ILMN_2367239,0.0255770180110824,RCAN1,RCAN1,regulator of calcineurin 1,2
GSE63060,1828,ILMN_1794662,0.00936450862868763,DSG1,DSG1,desmoglein 1,1
GSE63060,1829,ILMN_1704196,0.00285903840041893,DSG2,DSG2,desmoglein 2,1
GSE63060,1830,ILMN_1655468,0.00395469210264036,DSG3,DSG3,desmoglein 3,1
GSE63060,1831,ILMN_2376403,0.196710831763462,TSC22D3,TSC22D3,TSC22 domain family member 3,5
GSE63060,1832,ILMN_1655614,0.00511335433069134,DSP,DSP,desmoplakin,2
GSE63060,1833,ILMN_1677567,0.00347974940745756,EPYC,EPYC,epiphycan,1
GSE63060,1834,ILMN_1694839,0.00280951214381602,DSPP,DSPP,dentin sialophosphoprotein,1
GSE63060,1836,ILMN_1801491,0.0137486855695135,SLC26A2,SLC26A2,solute carrier family 26 member 2,1
GSE63060,1837,ILMN_1730201,0.00424380810732462,DTNA,DTNA,dystrobrevin alpha,2
GSE63060,1838,ILMN_1798819,0.00420656884338427,DTNB,DTNB,dystrobrevin beta,1
GSE63060,1839,ILMN_2121408,0.00770959393174505,HBEGF,HBEGF,heparin binding EGF like growth factor,1
GSE63060,1840,ILMN_1689002,0.0119233065559495,DTX1,DTX1,deltex E3 ubiquitin ligase 1,1
GSE63060,1841,ILMN_1814820,0.00597663315224557,DTYMK,DTYMK,deoxythymidylate kinase,2
GSE63060,1842,ILMN_2228938,0.00377846776865661,ECM2,ECM2,extracellular matrix protein 2,2
GSE63060,1843,ILMN_1781285,0.261012672844444,DUSP1,DUSP1,dual specificity phosphatase 1,1
GSE63060,1844,ILMN_1712959,0.0308418522656186,DUSP2,DUSP2,dual specificity phosphatase 2,1
GSE63060,1845,ILMN_1797522,0.106473766492635,DUSP3,DUSP3,dual specificity phosphatase 3,1
GSE63060,1846,ILMN_1808391,0.00353480191243195,DUSP4,DUSP4,dual specificity phosphatase 4,2
GSE63060,1847,ILMN_1656501,0.0461211867082076,DUSP5,DUSP5,dual specificity phosphatase 5,1
GSE63060,1848,ILMN_2396020,0.179076692872467,DUSP6,DUSP6,dual specificity phosphatase 6,2
GSE63060,1849,ILMN_1782581,0.00450722761944016,DUSP7,DUSP7,dual specificity phosphatase 7,1
GSE63060,185,ILMN_1814327,0.00291638315816466,AGTR1,AGTR1,angiotensin II receptor type 1,1
GSE63060,1850,ILMN_1743204,0.0350177899842423,DUSP8,DUSP8,dual specificity phosphatase 8,1
GSE63060,1854,ILMN_2374778,0.0107690388617148,DUT,DUT,deoxyuridine triphosphatase,3
GSE63060,1856,ILMN_1652163,0.0150341295700037,DVL2,DVL2,dishevelled segment polarity protein 2,1
GSE63060,1857,ILMN_2137464,0.0423323594532337,DVL3,DVL3,dishevelled segment polarity protein 3,1
GSE63060,1859,ILMN_1664560,0.0708190811563227,DYRK1A,DYRK1A,dual specificity tyrosine phosphorylation regulated kinase 1A,3
GSE63060,186,ILMN_1775634,0.0236804656442436,AGTR2,AGTR2,angiotensin II receptor type 2,1
GSE63060,1861,ILMN_1805812,0.0298032292470549,TOR1A,TOR1A,torsin family 1 member A,1
GSE63060,1869,ILMN_2051469,0.00523364617356626,E2F1,E2F1,E2F transcription factor 1,1
GSE63060,187,ILMN_1700183,0.00294520847598757,APLNR,APLNR,apelin receptor,1
GSE63060,1870,ILMN_1777233,0.527752850890804,E2F2,E2F2,E2F transcription factor 2,1
GSE63060,1871,ILMN_1669502,0.168775702128559,E2F3,E2F3,E2F transcription factor 3,1
GSE63060,1874,ILMN_1761828,0.0384252077130136,E2F4,E2F4,E2F transcription factor 4,1
GSE63060,1875,ILMN_1782551,0.0334180779992062,E2F5,E2F5,E2F transcription factor 5,1
GSE63060,1876,ILMN_2309608,0.0216545604682402,E2F6,E2F6,E2F transcription factor 6,2
GSE63060,1877,ILMN_1720287,0.0439749444355428,E4F1,E4F1,E4F transcription factor 1,1
GSE63060,1879,ILMN_1778681,0.0318331436278124,EBF1,EBF1,early B-cell factor 1,1
GSE63060,1880,ILMN_1798706,0.247785095898907,GPR183,GPR183,G protein-coupled receptor 183,2
GSE63060,1889,ILMN_1672174,0.0214758177282867,ECE1,ECE1,endothelin converting enzyme 1,1
GSE63060,189,ILMN_1709796,0.00355087281074444,AGXT,AGXT,alanine-glyoxylate aminotransferase,1
GSE63060,1890,ILMN_1690939,0.16464335943613,TYMP,TYMP,thymidine phosphorylase,2
GSE63060,1891,ILMN_1653115,0.0865847191523224,ECH1,ECH1,enoyl-CoA hydratase 1,1
GSE63060,1892,ILMN_1718132,0.0520997507865726,ECHS1,ECHS1,"enoyl-CoA hydratase, short chain 1",1
GSE63060,1893,ILMN_2329735,0.0121263289912643,ECM1,ECM1,extracellular matrix protein 1,2
GSE63060,1894,ILMN_1717173,0.00968374409074571,ECT2,ECT2,epithelial cell transforming 2,1
GSE63060,1896,ILMN_2381655,0.00683719619159394,EDA,EDA,ectodysplasin A,2
GSE63060,19,ILMN_1766054,0.282995570173594,ABCA1,ABCA1,ATP binding cassette subfamily A member 1,1
GSE63060,190,ILMN_1800160,0.00441921719083495,NR0B1,NR0B1,nuclear receptor subfamily 0 group B member 1,1
GSE63060,1901,ILMN_1653504,0.103794099895433,S1PR1,S1PR1,sphingosine-1-phosphate receptor 1,1
GSE63060,1902,ILMN_1701441,0.029992280819191,LPAR1,LPAR1,lysophosphatidic acid receptor 1,2
GSE63060,1903,ILMN_1703531,0.0215584219305478,S1PR3,S1PR3,sphingosine-1-phosphate receptor 3,1
GSE63060,1906,ILMN_1682775,0.0114090275883725,EDN1,EDN1,endothelin 1,1
GSE63060,1908,ILMN_1703205,0.00540481145197684,EDN3,EDN3,endothelin 3,2
GSE63060,191,ILMN_1657862,0.0423725985480598,AHCY,AHCY,adenosylhomocysteinase,1
GSE63060,1910,ILMN_1751904,0.00890745221529515,EDNRB,EDNRB,endothelin receptor type B,3
GSE63060,1911,ILMN_1796710,0.0147029864218939,PHC1,PHC1,polyhomeotic homolog 1,1
GSE63060,1912,ILMN_1808047,0.220909871258929,PHC2,PHC2,polyhomeotic homolog 2,3
GSE63060,1915,ILMN_1810810,0.118655887250948,EEF1A1,EEF1A1,eukaryotic translation elongation factor 1 alpha 1,3
GSE63060,191585,ILMN_1654466,0.00523613727480209,PLAC4,PLAC4,placenta specific 4,1
GSE63060,1917,ILMN_2108735,0.00827299547690876,EEF1A2,EEF1A2,eukaryotic translation elongation factor 1 alpha 2,1
GSE63060,192134,ILMN_1680081,0.00602572510259912,B3GNT6,B3GNT6,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6",1
GSE63060,192286,ILMN_1774334,0.0658031551765699,HIGD2A,HIGD2A,HIG1 hypoxia inducible domain family member 2A,1
GSE63060,192666,ILMN_1770663,0.00314933527483485,KRT24,KRT24,keratin 24,1
GSE63060,192668,ILMN_1747783,0.00442232176893993,CYS1,CYS1,cystin 1,2
GSE63060,192669,ILMN_1761049,0.0087888396852421,AGO3,AGO3,"argonaute 3, RISC catalytic component",2
GSE63060,192670,ILMN_1706304,0.0282580766416987,AGO4,AGO4,"argonaute 4, RISC catalytic component",1
GSE63060,192683,ILMN_1753345,0.00802438292064691,SCAMP5,SCAMP5,secretory carrier membrane protein 5,1
GSE63060,1933,ILMN_2318725,0.57810074966534,EEF1B2,EEF1B2,eukaryotic translation elongation factor 1 beta 2,5
GSE63060,1936,ILMN_1782543,0.0816932597678946,EEF1D,EEF1D,eukaryotic translation elongation factor 1 delta,3
GSE63060,1937,ILMN_2262288,0.276607734874187,EEF1G,EEF1G,eukaryotic translation elongation factor 1 gamma,1
GSE63060,1938,ILMN_1738383,0.0652358312881224,EEF2,EEF2,eukaryotic translation elongation factor 2,1
GSE63060,1939,ILMN_1712487,0.018365261881282,EIF2D,EIF2D,eukaryotic translation initiation factor 2D,1
GSE63060,1942,ILMN_2371055,0.0058829234978759,EFNA1,EFNA1,ephrin A1,2
GSE63060,1943,ILMN_1892548,0.00222067832250672,EFNA2,EFNA2,ephrin A2,1
GSE63060,1944,ILMN_1684256,0.00394623460749608,EFNA3,EFNA3,ephrin A3,1
GSE63060,1945,ILMN_1665696,0.0688330769231396,EFNA4,EFNA4,ephrin A4,2
GSE63060,1946,ILMN_1685616,0.00447996494485727,EFNA5,EFNA5,ephrin A5,1
GSE63060,1947,ILMN_1654563,0.00653445507535024,EFNB1,EFNB1,ephrin B1,1
GSE63060,1948,ILMN_1703852,0.00539581786789678,EFNB2,EFNB2,ephrin B2,1
GSE63060,1949,ILMN_1695606,0.00304900976370034,EFNB3,EFNB3,ephrin B3,1
GSE63060,1950,ILMN_1690733,0.00351633884469623,EGF,EGF,epidermal growth factor,1
GSE63060,1951,ILMN_1691290,0.0185891933548208,CELSR3,CELSR3,cadherin EGF LAG seven-pass G-type receptor 3,1
GSE63060,1952,ILMN_1711208,0.00308136504961877,CELSR2,CELSR2,cadherin EGF LAG seven-pass G-type receptor 2,1
GSE63060,1954,ILMN_1714181,0.0112699373780147,MEGF8,MEGF8,multiple EGF like domains 8,2
GSE63060,1955,ILMN_1658798,0.0860746322295493,MEGF9,MEGF9,multiple EGF like domains 9,2
GSE63060,1956,ILMN_1696521,0.00559576074683864,EGFR,EGFR,epidermal growth factor receptor,3
GSE63060,1958,ILMN_1762899,0.0809554079920355,EGR1,EGR1,early growth response 1,1
GSE63060,195814,ILMN_1710064,0.00477019886239006,SDR16C5,SDR16C5,"short chain dehydrogenase/reductase family 16C, member 5",1
GSE63060,195827,ILMN_1717229,0.00946435191048947,AAED1,AAED1,AhpC/TSA antioxidant enzyme domain containing 1,1
GSE63060,195828,ILMN_2200880,0.00377180215011363,ZNF367,ZNF367,zinc finger protein 367,1
GSE63060,1959,ILMN_1743199,0.00486740465040907,EGR2,EGR2,early growth response 2,1
GSE63060,196,ILMN_1812640,0.123800723968115,AHR,AHR,aryl hydrocarbon receptor,2
GSE63060,1960,ILMN_1724280,0.0110638907111751,EGR3,EGR3,early growth response 3,2
GSE63060,196074,ILMN_1738342,0.0126451423383104,METTL15,METTL15,methyltransferase like 15,1
GSE63060,1961,ILMN_1764052,0.0030583295145521,EGR4,EGR4,early growth response 4,1
GSE63060,1962,ILMN_1701507,0.00361700608291615,EHHADH,EHHADH,"enoyl-CoA, hydratase/3-hydroxyacyl CoA dehydrogenase",1
GSE63060,196264,ILMN_1795739,0.0068364321455332,MPZL3,MPZL3,myelin protein zero like 3,1
GSE63060,196335,ILMN_1674659,0.00326829053450802,OR56B4,OR56B4,olfactory receptor family 56 subfamily B member 4,1
GSE63060,196374,ILMN_1737653,0.00427184480842819,KRT78,KRT78,keratin 78,1
GSE63060,196383,ILMN_1678490,0.0713308299887958,RILPL2,RILPL2,Rab interacting lysosomal protein like 2,1
GSE63060,196385,ILMN_1848273,0.004005518485397,DNAH10,DNAH10,dynein axonemal heavy chain 10,2
GSE63060,1964,ILMN_1813240,0.0580712401810673,EIF1AX,EIF1AX,"eukaryotic translation initiation factor 1A, X-linked",3
GSE63060,196403,ILMN_1658677,0.0165364953054167,DTX3,DTX3,deltex E3 ubiquitin ligase 3,1
GSE63060,196410,ILMN_2064725,0.00332013084779758,METTL7B,METTL7B,methyltransferase like 7B,1
GSE63060,196441,ILMN_1803590,0.0227541378492082,ZFC3H1,ZFC3H1,zinc finger C3H1-type containing,1
GSE63060,196446,ILMN_1787199,0.00285149232687562,MYRFL,MYRFL,myelin regulatory factor-like,1
GSE63060,196463,ILMN_1734184,0.0287455088056162,PLBD2,PLBD2,phospholipase B domain containing 2,1
GSE63060,196472,ILMN_1705659,0.00341935504649447,FAM71C,FAM71C,family with sequence similarity 71 member C,1
GSE63060,196477,ILMN_1758537,0.00387188061444613,CCER1,CCER1,coiled-coil glutamate rich protein 1,1
GSE63060,196483,ILMN_1780298,0.0059856687032384,EEF2KMT,EEF2KMT,eukaryotic elongation factor 2 lysine methyltransferase,2
GSE63060,1965,ILMN_1739821,0.00892809666152612,EIF2S1,EIF2S1,eukaryotic translation initiation factor 2 subunit alpha,1
GSE63060,196513,ILMN_1743992,0.00534084623900109,DCP1B,DCP1B,decapping mRNA 1B,1
GSE63060,196527,ILMN_1674941,0.0370647029717595,ANO6,ANO6,anoctamin 6,1
GSE63060,196528,ILMN_2182335,0.014098251286022,ARID2,ARID2,AT-rich interaction domain 2,2
GSE63060,196541,ILMN_1709319,0.00405448944272737,METTL21C,METTL21C,methyltransferase like 21C,1
GSE63060,1967,ILMN_1753716,0.0458344728440868,EIF2B1,EIF2B1,eukaryotic translation initiation factor 2B subunit alpha,1
GSE63060,196740,ILMN_1742473,0.00757448272228891,VSTM4,VSTM4,V-set and transmembrane domain containing 4,2
GSE63060,196743,ILMN_2363058,0.0216030014429455,PAOX,PAOX,polyamine oxidase (exo-N4-amino),3
GSE63060,196792,ILMN_2140799,0.0151872393616534,FAM24B,FAM24B,family with sequence similarity 24 member B,2
GSE63060,1968,ILMN_1665717,0.0742942576491086,EIF2S3,EIF2S3,eukaryotic translation initiation factor 2 subunit gamma,1
GSE63060,196883,ILMN_2148944,0.0501085339436104,ADCY4,ADCY4,adenylate cyclase 4,1
GSE63060,1969,ILMN_1699354,0.00280943655491787,EPHA2,EPHA2,EPH receptor A2,1
GSE63060,196968,ILMN_1709024,0.00222748156100779,DNM1P46,DNM1P46,dynamin 1 pseudogene 46,1
GSE63060,196993,ILMN_1749054,0.00628848692082542,CT62,CT62,cancer/testis antigen 62,1
GSE63060,197,ILMN_1730625,0.005841520350333,AHSG,AHSG,alpha 2-HS glycoprotein,1
GSE63060,197021,ILMN_1763537,0.00646389828606411,LCTL,LCTL,lactase like,1
GSE63060,197131,ILMN_1795964,0.00536508979084874,UBR1,UBR1,ubiquitin protein ligase E3 component n-recognin 1,1
GSE63060,197257,ILMN_2407346,0.00606672727049862,LDHD,LDHD,lactate dehydrogenase D,2
GSE63060,197258,ILMN_1704195,0.0344600295689314,FUK,FUK,fucokinase,1
GSE63060,197259,ILMN_1667825,0.16764996978441,MLKL,MLKL,mixed lineage kinase domain like,1
GSE63060,1973,ILMN_1722900,0.0627656902964586,EIF4A1,EIF4A1,eukaryotic translation initiation factor 4A1,1
GSE63060,197320,ILMN_1749606,0.00362744312783584,ZNF778,ZNF778,zinc finger protein 778,1
GSE63060,197322,ILMN_1716832,0.00361680384599619,ACSF3,ACSF3,acyl-CoA synthetase family member 3,1
GSE63060,197335,ILMN_1693042,0.0162546667032679,WDR90,WDR90,WD repeat domain 90,2
GSE63060,197358,ILMN_1740576,0.00378530885979529,NLRC3,NLRC3,NLR family CARD domain containing 3,1
GSE63060,197370,ILMN_1697962,0.0456297603521145,NSMCE1,NSMCE1,"NSE1 homolog, SMC5-SMC6 complex component",1
GSE63060,1974,ILMN_1685722,0.23895643096247,EIF4A2,EIF4A2,eukaryotic translation initiation factor 4A2,1
GSE63060,197407,ILMN_1722302,0.00712633718965121,ZNF48,ZNF48,zinc finger protein 48,1
GSE63060,1975,ILMN_1655497,0.0897715017678314,EIF4B,EIF4B,eukaryotic translation initiation factor 4B,1
GSE63060,1977,ILMN_1658955,0.00706113970289265,EIF4E,EIF4E,eukaryotic translation initiation factor 4E,2
GSE63060,1978,ILMN_1767324,0.00653203569388999,EIF4EBP1,EIF4EBP1,eukaryotic translation initiation factor 4E binding protein 1,1
GSE63060,1979,ILMN_1728083,0.0518869777607397,EIF4EBP2,EIF4EBP2,eukaryotic translation initiation factor 4E binding protein 2,1
GSE63060,1981,ILMN_1768470,0.0663314585628076,EIF4G1,EIF4G1,eukaryotic translation initiation factor 4 gamma 1,4
GSE63060,1982,ILMN_2380946,0.217359504717811,EIF4G2,EIF4G2,eukaryotic translation initiation factor 4 gamma 2,3
GSE63060,1983,ILMN_1815733,0.0639021554820981,EIF5,EIF5,eukaryotic translation initiation factor 5,4
GSE63060,1984,ILMN_1794522,0.183291925998461,EIF5A,EIF5A,eukaryotic translation initiation factor 5A,1
GSE63060,198437,ILMN_1780283,0.00452131597010576,LKAAEAR1,LKAAEAR1,LKAAEAR motif containing 1,1
GSE63060,199,ILMN_1703538,0.449677259547976,AIF1,AIF1,allograft inflammatory factor 1,2
GSE63060,1990,ILMN_1805902,0.0210419531688154,CELA1,CELA1,chymotrypsin like elastase family member 1,1
GSE63060,1991,ILMN_1706635,0.367931249784254,ELANE,ELANE,"elastase, neutrophil expressed",1
GSE63060,1992,ILMN_1679133,0.0916313721100438,SERPINB1,SERPINB1,serpin family B member 1,1
GSE63060,199221,ILMN_2078466,0.00394184923540818,DZIP1L,DZIP1L,DAZ interacting zinc finger protein 1 like,1
GSE63060,199223,ILMN_1715332,0.0107887583836793,TTC21A,TTC21A,tetratricopeptide repeat domain 21A,1
GSE63060,1993,ILMN_1769369,0.0028717167829832,ELAVL2,ELAVL2,ELAV like neuron-specific RNA binding protein 2,1
GSE63060,1994,ILMN_1764873,0.00763991214436548,ELAVL1,ELAVL1,ELAV like RNA binding protein 1,1
GSE63060,1995,ILMN_1678618,0.0223020384913588,ELAVL3,ELAVL3,ELAV like neuron-specific RNA binding protein 3,2
GSE63060,199675,ILMN_1762713,0.274013320175636,MCEMP1,MCEMP1,mast cell expressed membrane protein 1,1
GSE63060,199692,ILMN_2197519,0.0380036150198138,ZNF627,ZNF627,zinc finger protein 627,2
GSE63060,1997,ILMN_1664010,0.101777449715001,ELF1,ELF1,E74 like ETS transcription factor 1,1
GSE63060,199704,ILMN_1737211,0.0266437251411059,ZNF585A,ZNF585A,zinc finger protein 585A,2
GSE63060,199713,ILMN_1652366,0.00586202260098853,NLRP7,NLRP7,NLR family pyrin domain containing 7,2
GSE63060,199731,ILMN_1812096,0.00469904537212887,CADM4,CADM4,cell adhesion molecule 4,1
GSE63060,199745,ILMN_1790109,0.00448391586337401,THAP8,THAP8,THAP domain containing 8,1
GSE63060,199746,ILMN_2386269,0.023805235871626,U2AF1L4,U2AF1L4,U2 small nuclear RNA auxiliary factor 1 like 4,2
GSE63060,199777,ILMN_2400661,0.0138048582270254,ZNF626,ZNF626,zinc finger protein 626,3
GSE63060,199786,ILMN_1664063,0.0601707889663561,FAM129C,FAM129C,family with sequence similarity 129 member C,1
GSE63060,1998,ILMN_1691559,0.0797043645143966,ELF2,ELF2,E74 like ETS transcription factor 2,3
GSE63060,199800,ILMN_1855430,0.00435228877438852,ADM5,ADM5,adrenomedullin 5 (putative),1
GSE63060,199857,ILMN_2191822,0.00576502516719435,ALG14,ALG14,"ALG14, UDP-N-acetylglucosaminyltransferase subunit",2
GSE63060,199870,ILMN_2133713,0.0039400251359853,FAM76A,FAM76A,family with sequence similarity 76 member A,1
GSE63060,1999,ILMN_1769201,0.00414553186794102,ELF3,ELF3,E74 like ETS transcription factor 3,1
GSE63060,199953,ILMN_1749376,0.00422800649362532,TMEM201,TMEM201,transmembrane protein 201,2
GSE63060,199964,ILMN_1667115,0.00343347003361076,TMEM61,TMEM61,transmembrane protein 61,1
GSE63060,199974,ILMN_2267797,0.00375764484316663,CYP4Z1,CYP4Z1,cytochrome P450 family 4 subfamily Z member 1,3
GSE63060,199990,ILMN_2097790,0.0528712550278247,FAAP20,FAAP20,Fanconi anemia core complex associated protein 20,2
GSE63060,2,ILMN_1745607,0.00284864494835521,A2M,A2M,alpha-2-macroglobulin,1
GSE63060,20,ILMN_1747627,0.0196858808032819,ABCA2,ABCA2,ATP binding cassette subfamily A member 2,2
GSE63060,2000,ILMN_1652082,0.0789237344239277,ELF4,ELF4,E74 like ETS transcription factor 4,1
GSE63060,200010,ILMN_1748366,0.00460605977521508,SLC5A9,SLC5A9,solute carrier family 5 member 9,1
GSE63060,200014,ILMN_2149935,0.025431780535954,CC2D1B,CC2D1B,coiled-coil and C2 domain containing 1B,2
GSE63060,200030,ILMN_2177090,0.0809291404648635,NBPF11,NBPF11,neuroblastoma breakpoint family member 11,2
GSE63060,200035,ILMN_1787408,0.00828018261765308,NUDT17,NUDT17,nudix hydrolase 17,1
GSE63060,200081,ILMN_1737084,0.0548870240172728,TXLNA,TXLNA,taxilin alpha,1
GSE63060,200132,ILMN_1751868,0.00495306351538151,TCTEX1D1,TCTEX1D1,Tctex1 domain containing 1,1
GSE63060,200150,ILMN_1706051,0.00304320730996581,PLD5,PLD5,phospholipase D family member 5,1
GSE63060,200172,ILMN_1777637,0.00380877270147936,SLFNL1,SLFNL1,schlafen like 1,1
GSE63060,200185,ILMN_1658802,0.0935163663958158,KRTCAP2,KRTCAP2,keratinocyte associated protein 2,1
GSE63060,200186,ILMN_1657771,0.0175753778915121,CRTC2,CRTC2,CREB regulated transcription coactivator 2,1
GSE63060,200197,ILMN_1886528,0.00618829076633536,TMEM51-AS1,TMEM51-AS1,TMEM51 antisense RNA 1,1
GSE63060,2002,ILMN_1654289,0.0153909513675099,ELK1,ELK1,"ELK1, ETS transcription factor",1
GSE63060,200205,ILMN_1657144,0.00920645449850952,IBA57,IBA57,"IBA57 homolog, iron-sulfur cluster assembly",1
GSE63060,200232,ILMN_2198270,0.00886134496688235,FAM209A,FAM209A,family with sequence similarity 209 member A,2
GSE63060,200312,ILMN_1652313,0.00470943100175736,RNF215,RNF215,ring finger protein 215,1
GSE63060,200315,ILMN_1680192,0.0671024064761871,APOBEC3A,APOBEC3A,apolipoprotein B mRNA editing enzyme catalytic subunit 3A,1
GSE63060,200316,ILMN_2412172,0.0514647393565645,APOBEC3F,APOBEC3F,apolipoprotein B mRNA editing enzyme catalytic subunit 3F,4
GSE63060,200350,ILMN_2085441,0.00438620075319456,FOXD4L1,FOXD4L1,forkhead box D4-like 1,1
GSE63060,2004,ILMN_1692335,0.00355851098726596,ELK3,ELK3,"ELK3, ETS transcription factor",1
GSE63060,200403,ILMN_2094786,0.00397166638313858,VWA3B,VWA3B,von Willebrand factor A domain containing 3B,2
GSE63060,200407,ILMN_1683998,0.00535958060588421,CREG2,CREG2,cellular repressor of E1A stimulated genes 2,1
GSE63060,2005,ILMN_1771805,0.00583658767205868,ELK4,ELK4,"ELK4, ETS transcription factor",4
GSE63060,200504,ILMN_1813688,0.00507379945798623,GKN2,GKN2,gastrokine 2,1
GSE63060,200539,ILMN_2227338,0.00680312786055837,ANKRD23,ANKRD23,ankyrin repeat domain 23,2
GSE63060,200576,ILMN_1671108,0.00329490376101063,PIKFYVE,PIKFYVE,"phosphoinositide kinase, FYVE-type zinc finger containing",2
GSE63060,2006,ILMN_1757506,0.0113520667775643,ELN,ELN,elastin,2
GSE63060,200634,ILMN_1700728,0.00964552100798323,KRTCAP3,KRTCAP3,keratinocyte associated protein 3,1
GSE63060,200728,ILMN_2210386,0.123234878328302,TMEM17,TMEM17,transmembrane protein 17,2
GSE63060,200734,ILMN_1791232,0.00364376031368935,SPRED2,SPRED2,sprouty related EVH1 domain containing 2,1
GSE63060,200765,ILMN_1777579,0.00318181680655077,TIGD1,TIGD1,tigger transposable element derived 1,1
GSE63060,200810,ILMN_2131293,0.00392637618433018,ALG1L,ALG1L,"ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase like",2
GSE63060,200844,ILMN_1697761,0.00581273545407157,C3orf67,C3orf67,chromosome 3 open reading frame 67,1
GSE63060,200845,ILMN_2146372,0.0433159216210043,KCTD6,KCTD6,potassium channel tetramerization domain containing 6,2
GSE63060,200879,ILMN_1729433,0.00587318214425658,LIPH,LIPH,lipase H,1
GSE63060,200894,ILMN_2403047,0.00512706661255163,ARL13B,ARL13B,ADP ribosylation factor like GTPase 13B,2
GSE63060,200895,ILMN_1762426,0.022414528341381,DHFR2,DHFR2,dihydrofolate reductase 2,2
GSE63060,2009,ILMN_1764829,0.00417036314550864,EML1,EML1,echinoderm microtubule associated protein like 1,1
GSE63060,200909,ILMN_2093203,0.00348890215693385,HTR3D,HTR3D,5-hydroxytryptamine receptor 3D,1
GSE63060,200916,ILMN_1797764,0.00590966540456445,RPL22L1,RPL22L1,ribosomal protein L22 like 1,1
GSE63060,200931,ILMN_1789096,0.00418411111698716,SLC51A,SLC51A,solute carrier family 51 alpha subunit,1
GSE63060,200933,ILMN_1873261,0.00539528839224404,FBXO45,FBXO45,F-box protein 45,1
GSE63060,200942,ILMN_1695246,0.127203253171006,KLHDC8B,KLHDC8B,kelch domain containing 8B,1
GSE63060,2010,ILMN_1801421,0.0446604029548049,EMD,EMD,emerin,1
GSE63060,2011,ILMN_2413572,0.117231177483197,MARK2,MARK2,microtubule affinity regulating kinase 2,3
GSE63060,201134,ILMN_1788629,0.00385718467171652,CEP112,CEP112,centrosomal protein 112,1
GSE63060,201158,ILMN_1789407,0.0109728384925873,TVP23C,TVP23C,trans-golgi network vesicle protein 23 homolog C (S. cerevisiae),2
GSE63060,201161,ILMN_1729142,0.0522757598571327,CENPV,CENPV,centromere protein V,1
GSE63060,201163,ILMN_1655525,0.0590987764310746,FLCN,FLCN,folliculin,4
GSE63060,201164,ILMN_1731518,0.0140865290166154,PLD6,PLD6,phospholipase D family member 6,1
GSE63060,201176,ILMN_1656361,0.0578351894414142,ARHGAP27,ARHGAP27,Rho GTPase activating protein 27,2
GSE63060,201191,ILMN_1760688,0.0632190352893854,SAMD14,SAMD14,sterile alpha motif domain containing 14,1
GSE63060,2012,ILMN_1801616,0.00820741864130724,EMP1,EMP1,epithelial membrane protein 1,1
GSE63060,201229,ILMN_2099487,0.0042831312827783,LYRM9,LYRM9,LYR motif containing 9,1
GSE63060,201232,ILMN_1714252,0.0101689237888711,SLC16A13,SLC16A13,solute carrier family 16 member 13,1
GSE63060,201243,ILMN_1810107,0.00901879491637678,C17orf74,C17orf74,chromosome 17 open reading frame 74,1
