gene_symbol,probe_id,logFC,AveExpr,t,P.Value,adj.P.Val,B,gene_symbol_raw,gene_id,gene_title,is_annotated_gene,abs_logFC,direction,main_candidate,nominal_candidate
PPIAL4A,ILMN_1776260,-0.428632417974085,9.26709756289558,-8.20094877307722,1.30856178586778e-14,1.04472301579219e-11,22.6236096174636,PPIAL4A,653505,peptidylprolyl isomerase A like 4A,TRUE,0.428632417974085,AD_down,TRUE,TRUE
PSMA3,ILMN_2387553,-0.389002232699948,8.30009442920884,-8.17235468395983,1.57731351040049e-14,1.20927937727025e-11,22.4410070116707,PSMA3,5684,proteasome subunit alpha 3,TRUE,0.389002232699948,AD_down,TRUE,TRUE
CETN3,ILMN_2224031,-0.334479892002737,7.77998646572289,-8.17230865573369,1.57778740314995e-14,1.20927937727025e-11,22.4407133665231,CETN3,1070,centrin 3,TRUE,0.334479892002737,AD_down,TRUE,TRUE
MRPS33,ILMN_1741264,-0.373374491169618,8.2585997986506,-8.15731236597261,1.73993147303032e-14,1.30740497861702e-11,22.3450920698504,MRPS33,51650,mitochondrial ribosomal protein S33,TRUE,0.373374491169618,AD_down,TRUE,TRUE
LSM5,ILMN_1737947,-0.464085706040577,8.71127613080321,-8.09239320067264,2.65429788487819e-14,1.88366673230189e-11,21.9323059103205,LSM5,23658,"LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated",TRUE,0.464085706040577,AD_down,TRUE,TRUE
SLIRP,ILMN_1661945,-0.646418546722055,9.0052525565502,-8.08643815567744,2.75888815911374e-14,1.92229294606467e-11,21.8945358669891,SLIRP,81892,SRA stem-loop interacting RNA binding protein,TRUE,0.646418546722055,AD_down,TRUE,TRUE
GTF2B,ILMN_1737857,-0.383973101583747,8.63241367716868,-8.0730364502946,3.00941513076289e-14,2.05940726144814e-11,21.8095938161946,GTF2B,2959,general transcription factor IIB,TRUE,0.383973101583747,AD_down,TRUE,TRUE
UQCRBP1,ILMN_1711729,-0.741341105469299,8.03841126266265,-8.02391103588084,4.13574756331656e-14,2.73258824347271e-11,21.4989270275805,UQCRBP1,442454,ubiquinol-cytochrome c reductase binding protein pseudogene 1,TRUE,0.741341105469299,AD_down,TRUE,TRUE
CCDC53,ILMN_1715569,-0.374820100278523,8.78083542075904,-7.98862166559234,5.19335516538012e-14,3.37321621436774e-11,21.2764395663169,CCDC53,51019,coiled-coil domain containing 53,TRUE,0.374820100278523,AD_down,TRUE,TRUE
AIF1,ILMN_1703538,-0.617377079153954,10.6713166085743,-7.98142987881005,5.43966494478026e-14,3.47431400023115e-11,21.2311680419005,AIF1,199,allograft inflammatory factor 1,TRUE,0.617377079153954,AD_down,TRUE,TRUE
PRDX1,ILMN_2366391,-0.336689197174901,9.70008326517269,-7.95638198232492,6.39119276410955e-14,4.01513588698698e-11,21.0736807020854,PRDX1,5052,peroxiredoxin 1,TRUE,0.336689197174901,AD_down,TRUE,TRUE
CBX3,ILMN_1790625,-0.373687046918101,8.6290904015743,-7.94612194291328,6.82689678448329e-14,4.21968288024143e-11,21.0092551227759,CBX3,11335,chromobox 3,TRUE,0.373687046918101,AD_down,TRUE,TRUE
MRPL22,ILMN_1748819,-0.415028739036356,8.42084889296386,-7.92825934882229,7.65663467083483e-14,4.58464927899582e-11,20.8972077508206,MRPL22,29093,mitochondrial ribosomal protein L22,TRUE,0.415028739036356,AD_down,TRUE,TRUE
CREBRF,ILMN_2195821,0.329484836410611,10.8143196918755,7.9286964299847,7.6351885131813e-14,4.58464927899582e-11,20.899947673647,CREBRF,153222,CREB3 regulatory factor,TRUE,0.329484836410611,AD_up,TRUE,TRUE
ZMAT2,ILMN_1745343,-0.554823901069102,9.98355905268675,-7.92551679525028,7.79256902054507e-14,4.59425892315889e-11,20.8800175869482,ZMAT2,153527,zinc finger matrin-type 2,TRUE,0.554823901069102,AD_down,TRUE,TRUE
PSMC2,ILMN_1768784,-0.411222862156814,9.37305674330121,-7.8808354401081,1.03749025278492e-13,5.76213064742371e-11,20.6004528647523,PSMC2,5701,"proteasome 26S subunit, ATPase 2",TRUE,0.411222862156814,AD_down,TRUE,TRUE
TOMM7,ILMN_1674069,-0.95861121478525,11.25264516149,-7.86141595954824,1.17458490728017e-13,6.43034897382722e-11,20.4792402637037,TOMM7,54543,translocase of outer mitochondrial membrane 7,TRUE,0.95861121478525,AD_down,TRUE,TRUE
DBI,ILMN_2305544,-0.810907786028288,9.14684257900803,-7.82963698940251,1.43855298567217e-13,7.55181198862042e-11,20.2812664776333,DBI,1622,"diazepam binding inhibitor, acyl-CoA binding protein",TRUE,0.810907786028288,AD_down,TRUE,TRUE
MRPS18C,ILMN_1658416,-0.637823144949575,8.47750347826506,-7.83038081993275,1.43175089061542e-13,7.55181198862042e-11,20.2858948560484,MRPS18C,51023,mitochondrial ribosomal protein S18C,TRUE,0.637823144949575,AD_down,TRUE,TRUE
UQCRHL,ILMN_1718136,-0.597470910250404,9.84404001987952,-7.81081111781278,1.62175540124261e-13,8.39850141708368e-11,20.1642127858884,UQCRHL,440567,ubiquinol-cytochrome c reductase hinge protein like,TRUE,0.597470910250404,AD_down,TRUE,TRUE
RPS24,ILMN_2399893,-0.206663941768457,7.58323668335743,-7.79510338988545,1.79212022087306e-13,9.15701748057297e-11,20.0666760316025,RPS24,6229,ribosomal protein S24,TRUE,0.206663941768457,AD_down,TRUE,TRUE
IGBP1,ILMN_1717165,-0.311037816994966,8.75995262398394,-7.7809802163848,1.96033278246259e-13,9.75634712851059e-11,19.9790792190395,IGBP1,3476,immunoglobulin (CD79A) binding protein 1,TRUE,0.311037816994966,AD_down,TRUE,TRUE
SCFD1,ILMN_1800543,-0.235144091537271,9.1580572214498,-7.77545309910073,2.03033077944225e-13,9.97517129869051e-11,19.9448241384157,SCFD1,23256,sec1 family domain containing 1,TRUE,0.235144091537271,AD_down,TRUE,TRUE
ATP5J,ILMN_2348093,-0.70313017355566,9.7505753623494,-7.76681752867897,2.14467055926206e-13,1.02735081465051e-10,19.8913333323524,ATP5J,522,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit F6",TRUE,0.70313017355566,AD_down,TRUE,TRUE
PTRH2,ILMN_2311548,-0.330218168614094,8.35439015938956,-7.73799327583728,2.57436495640277e-13,1.17446206975318e-10,19.7130487434794,PTRH2,51651,peptidyl-tRNA hydrolase 2,TRUE,0.330218168614094,AD_down,TRUE,TRUE
LSM3,ILMN_2229242,-0.681970100185923,8.43799235361446,-7.71994880541372,2.88557444662486e-13,1.30095275227715e-10,19.6016437571092,LSM3,27258,"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated",TRUE,0.681970100185923,AD_down,TRUE,TRUE
ARPC3,ILMN_1655561,-0.444399561747545,11.9291908503253,-7.71479949572308,2.9810098519752e-13,1.32835185520225e-10,19.5698812967899,ARPC3,10094,actin related protein 2/3 complex subunit 3,TRUE,0.444399561747545,AD_down,TRUE,TRUE
SRP19,ILMN_2192032,-0.285790129529138,8.41045520564659,-7.71092339735516,3.05489918305166e-13,1.34563041945869e-10,19.5459808671591,SRP19,6728,signal recognition particle 19,TRUE,0.285790129529138,AD_down,TRUE,TRUE
CDC26,ILMN_2210837,-0.258705000776052,9.3659158384739,-7.70902972521952,3.09165302335372e-13,1.3463446268291e-10,19.534306938629,CDC26,246184,cell division cycle 26,TRUE,0.258705000776052,AD_down,TRUE,TRUE
ATP5J2,ILMN_2310621,-0.278766491035623,10.0061623315221,-7.70539860256981,3.16335494906561e-13,1.362090880428e-10,19.5119270151738,ATP5J2,9551,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit F2",TRUE,0.278766491035623,AD_down,TRUE,TRUE
TXN,ILMN_1680314,-0.682802848865062,9.45175254419679,-7.68417144849431,3.61661155155486e-13,1.53995319865206e-10,19.3812247812444,TXN,7295,thioredoxin,TRUE,0.682802848865062,AD_down,TRUE,TRUE
SNTB2,ILMN_1808374,0.271123835158023,9.51543323037751,7.65083109603089,4.4612034490911e-13,1.87318795570307e-10,19.1763820934104,SNTB2,6645,syntrophin beta 2,TRUE,0.271123835158023,AD_up,TRUE,TRUE
WDR33,ILMN_1670172,-0.224098458148944,8.77719674108434,-7.63724636402839,4.85875713634923e-13,2.00212140837823e-10,19.0930740138272,WDR33,55339,WD repeat domain 33,TRUE,0.224098458148944,AD_down,TRUE,TRUE
NDUFAF2,ILMN_1682857,-0.230661186294209,7.9844943695502,-7.6315161697544,5.03676263190308e-13,2.05339167638074e-10,19.057960951064,NDUFAF2,91942,NADH:ubiquinone oxidoreductase complex assembly factor 2,TRUE,0.230661186294209,AD_down,TRUE,TRUE
SSBP1,ILMN_1809478,-0.287938014520581,9.65244890202811,-7.62924308048464,5.10914599063504e-13,2.06097571213807e-10,19.0440365639134,SSBP1,6742,single stranded DNA binding protein 1,TRUE,0.287938014520581,AD_down,TRUE,TRUE
FXR1,ILMN_2389273,-0.227915718219961,8.05017744908032,-7.6154015268139,5.57261871896364e-13,2.20158654173324e-10,18.9593016290605,FXR1,8087,FMR1 autosomal homolog 1,TRUE,0.227915718219961,AD_down,TRUE,TRUE
NSA2,ILMN_2103295,-0.504034427947287,10.1066971226064,-7.61361863054026,5.6352587871993e-13,2.20361619635767e-10,18.948394011616,NSA2,10412,"NSA2, ribosome biogenesis homolog",TRUE,0.504034427947287,AD_down,TRUE,TRUE
LARP7,ILMN_2392717,-0.383521236610178,8.12255686837349,-7.60893687833032,5.80307692220394e-13,2.2463183213404e-10,18.9197589084704,LARP7,51574,La ribonucleoprotein domain family member 7,TRUE,0.383521236610178,AD_down,TRUE,TRUE
SOD1,ILMN_1662438,-0.405801710980362,10.4865007261365,-7.57413061385715,7.21541752389851e-13,2.7377151519885e-10,18.7072133210282,SOD1,6647,"superoxide dismutase 1, soluble",TRUE,0.405801710980362,AD_down,TRUE,TRUE
TYK2,ILMN_1676955,0.302225839418144,11.264055958996,7.56470457265378,7.6530978661078e-13,2.87531388651944e-10,18.6497565628281,TYK2,7297,tyrosine kinase 2,TRUE,0.302225839418144,AD_up,TRUE,TRUE
PPIG,ILMN_1807611,-0.278409134950648,7.86598717640562,-7.54600420116036,8.60045415528588e-13,3.19986994309578e-10,18.5358990892885,PPIG,9360,peptidylprolyl isomerase G,TRUE,0.278409134950648,AD_down,TRUE,TRUE
CWC27,ILMN_1686194,-0.206633671885919,8.13819195909237,-7.49797696020238,1.1597092594661e-12,4.18144594113447e-10,18.2442881757264,CWC27,10283,CWC27 spliceosome associated protein homolog,TRUE,0.206633671885919,AD_down,TRUE,TRUE
GNL3,ILMN_1806106,-0.214714866905887,7.94841730307631,-7.49468671798426,1.18365533676275e-12,4.20000368661317e-10,18.2243530633446,GNL3,26354,G protein nucleolar 3,TRUE,0.214714866905887,AD_down,TRUE,TRUE
HSP90AA1,ILMN_1691097,-0.531668151296047,9.10726514660241,-7.47912155397501,1.30371927187414e-12,4.58358990245511e-10,18.1301201408835,HSP90AA1,3320,heat shock protein 90 alpha family class A member 1,TRUE,0.531668151296047,AD_down,TRUE,TRUE
NME1,ILMN_1741133,-0.343957726678855,8.86221898618072,-7.47212990137518,1.36148988330508e-12,4.71366080198256e-10,18.0878319757684,NME1,4830,NME/NM23 nucleoside diphosphate kinase 1,TRUE,0.343957726678855,AD_down,TRUE,TRUE
RPAP3,ILMN_1766916,-0.234388231089453,8.20063181253012,-7.46753359405516,1.40083738083899e-12,4.79311518826e-10,18.0600452765874,RPAP3,79657,RNA polymerase II associated protein 3,TRUE,0.234388231089453,AD_down,TRUE,TRUE
MYL12B,ILMN_1654016,-0.3604054149958,12.1316829066265,-7.46365217323699,1.43493752434532e-12,4.86634299185498e-10,18.0365887348967,MYL12B,103910,myosin light chain 12B,TRUE,0.3604054149958,AD_down,TRUE,TRUE
METTL5,ILMN_1691570,-0.301896754440588,8.19620823644578,-7.44833638451901,1.5776746574923e-12,5.25736071516695e-10,17.9441057746805,METTL5,29081,methyltransferase like 5,TRUE,0.301896754440588,AD_down,TRUE,TRUE
TMA7,ILMN_1707783,-0.79364220762582,9.06161528294377,-7.44200983710683,1.64064582803835e-12,5.42007150190393e-10,17.9059383737224,TMA7,51372,translation machinery associated 7 homolog,TRUE,0.79364220762582,AD_down,TRUE,TRUE
PSMA4,ILMN_1682098,-0.520799279130839,8.5648000921486,-7.43890075994564,1.67249467749537e-12,5.47806333598098e-10,17.8871891164063,PSMA4,5685,proteasome subunit alpha 4,TRUE,0.520799279130839,AD_down,TRUE,TRUE
TCEAL8,ILMN_2402272,-0.245906623611272,7.98354575090361,-7.43564633001562,1.70648616184722e-12,5.54203073680585e-10,17.8675685959417,TCEAL8,90843,transcription elongation factor A like 8,TRUE,0.245906623611272,AD_down,TRUE,TRUE
DNAJC8,ILMN_1698258,-0.335615893016988,10.7627356012209,-7.42897986348567,1.7782581673195e-12,5.72658903260655e-10,17.8273942573568,DNAJC8,22826,DnaJ heat shock protein family (Hsp40) member C8,TRUE,0.335615893016988,AD_down,TRUE,TRUE
BRIX1,ILMN_1679800,-0.26274081500909,8.25460301091968,-7.41417838540464,1.94843425783274e-12,6.22232480238885e-10,17.7382769172519,BRIX1,55299,"BRX1, biogenesis of ribosomes",TRUE,0.26274081500909,AD_down,TRUE,TRUE
RPAIN,ILMN_1770339,-0.298197488907954,8.82326164731325,-7.41107277702229,1.98612946769954e-12,6.29028541001503e-10,17.719592789714,RPAIN,84268,RPA interacting protein,TRUE,0.298197488907954,AD_down,TRUE,TRUE
SYF2,ILMN_2394498,-0.355984818464132,9.81716587627711,-7.40381449452547,2.07705822088382e-12,6.47130285696826e-10,17.6759444197186,SYF2,25949,SYF2 pre-mRNA splicing factor,TRUE,0.355984818464132,AD_down,TRUE,TRUE
BTF3,ILMN_2319414,-0.327834655302321,12.6093063974297,-7.40003853866624,2.1259738599574e-12,6.57028792429738e-10,17.6532480488533,BTF3,689,basic transcription factor 3,TRUE,0.327834655302321,AD_down,TRUE,TRUE
SNRPD2,ILMN_2369785,-0.579685442023776,11.2537329966426,-7.39032164713724,2.25713913436687e-12,6.91984687257659e-10,17.5948758339339,SNRPD2,6633,small nuclear ribonucleoprotein D2 polypeptide,TRUE,0.579685442023776,AD_down,TRUE,TRUE
COX16,ILMN_1706305,-0.441864942355608,8.1242745976747,-7.38552380791045,2.32481687313617e-12,7.07076446129559e-10,17.5660717295995,COX16,51241,"COX16, cytochrome c oxidase assembly homolog",TRUE,0.441864942355608,AD_down,TRUE,TRUE
DPM1,ILMN_1658992,-0.451360508564944,8.6949789978755,-7.36185830855013,2.68906548428952e-12,8.05080996007368e-10,17.4241682858857,DPM1,8813,"dolichyl-phosphate mannosyltransferase subunit 1, catalytic",TRUE,0.451360508564944,AD_down,TRUE,TRUE
RPL26,ILMN_1731546,-0.979339958887419,8.78688423419679,-7.35190862097157,2.85851930167358e-12,8.4917966417624e-10,17.3645942769099,RPL26,6154,ribosomal protein L26,TRUE,0.979339958887419,AD_down,TRUE,TRUE
NDUFS4,ILMN_1812312,-0.518378322058207,8.55730668012048,-7.3354208837216,3.16280505583982e-12,9.32346271922258e-10,17.2659865509218,NDUFS4,4724,NADH:ubiquinone oxidoreductase subunit S4,TRUE,0.518378322058207,AD_down,TRUE,TRUE
NACA,ILMN_2167617,-0.216967954277669,12.9626858596386,-7.32261743485752,3.42094104182792e-12,1.00074276797656e-09,17.1895108064552,NACA,4666,nascent polypeptide-associated complex alpha subunit,TRUE,0.216967954277669,AD_down,TRUE,TRUE
LDHB,ILMN_1728132,-0.497360243768656,9.11834014363454,-7.31691672486932,3.54245977932896e-12,1.02844048229882e-09,17.1554876057503,LDHB,3945,lactate dehydrogenase B,TRUE,0.497360243768656,AD_down,TRUE,TRUE
TCIRG1,ILMN_1711994,0.34796906412022,10.8689737615904,7.29930826968575,3.94533481582083e-12,1.118354686732e-09,17.0505032493427,TCIRG1,10312,"T-cell immune regulator 1, ATPase H+ transporting V0 subunit a3",TRUE,0.34796906412022,AD_up,TRUE,TRUE
APBB3,ILMN_1740772,0.242866537287489,9.70691372820884,7.29935603215206,3.94418313213707e-12,1.118354686732e-09,17.0507877974243,APBB3,10307,amyloid beta precursor protein binding family B member 3,TRUE,0.242866537287489,AD_up,TRUE,TRUE
MRPL35,ILMN_2341952,-0.327319735114037,8.11531153618474,-7.2970657539567,3.99978300056225e-12,1.11882981129596e-09,17.0371446559582,MRPL35,51318,mitochondrial ribosomal protein L35,TRUE,0.327319735114037,AD_down,TRUE,TRUE
CD3D,ILMN_2325837,-0.576618970424699,10.3156377702169,-7.28744880418612,4.24180904834673e-12,1.17793193007785e-09,16.9798866596853,CD3D,915,CD3d molecule,TRUE,0.576618970424699,AD_down,TRUE,TRUE
MAGOH,ILMN_2215656,-0.250321213613008,7.94934125807631,-7.27664168810652,4.53104990803688e-12,1.24920068040136e-09,16.9156004442215,MAGOH,4116,"mago homolog, exon junction complex core component",TRUE,0.250321213613008,AD_down,TRUE,TRUE
MRPL39,ILMN_1726391,-0.218898291922166,8.15614018275904,-7.27334624489065,4.62305749563181e-12,1.25648800955746e-09,16.8960096751798,MRPL39,54148,mitochondrial ribosomal protein L39,TRUE,0.218898291922166,AD_down,TRUE,TRUE
NDUFB3,ILMN_2119937,-0.748679877514456,8.83539228004016,-7.26257896487877,4.93670972575048e-12,1.31378187576535e-09,16.8320400991727,NDUFB3,4709,NADH:ubiquinone oxidoreductase subunit B3,TRUE,0.748679877514456,AD_down,TRUE,TRUE
EEF1B2,ILMN_2318725,-0.658471254216218,10.5788195914137,-7.22843209117325,6.07681248731929e-12,1.5950384119113e-09,16.6295741858382,EEF1B2,1933,eukaryotic translation elongation factor 1 beta 2,TRUE,0.658471254216218,AD_down,TRUE,TRUE
DCTN6,ILMN_1744059,-0.23917352626489,7.89075343975502,-7.20231307932692,7.12069387830563e-12,1.84793938128097e-09,16.4751243336321,DCTN6,10671,dynactin subunit 6,TRUE,0.23917352626489,AD_down,TRUE,TRUE
ATP5F1,ILMN_1721989,-0.407173646215678,10.4677254072691,-7.18470622532167,7.92218331702176e-12,2.03754301392556e-09,16.3712142620699,ATP5F1,515,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit B1",TRUE,0.407173646215678,AD_down,TRUE,TRUE
CMTM2,ILMN_1799030,-0.577760068534941,10.7204852063896,-7.15487242286714,9.48801548115654e-12,2.39210348203211e-09,16.1955226096345,CMTM2,146225,CKLF like MARVEL transmembrane domain containing 2,TRUE,0.577760068534941,AD_down,TRUE,TRUE
RPL26L1,ILMN_2110532,-0.336818251623393,7.95609733483133,-7.15365552910636,9.55798005092089e-12,2.39399288569536e-09,16.1883664259866,RPL26L1,51121,ribosomal protein L26 like 1,TRUE,0.336818251623393,AD_down,TRUE,TRUE
MITD1,ILMN_1677133,-0.236893212386584,8.58256380774699,-7.13379604017557,1.07743390104605e-11,2.68113129583681e-09,16.0716912137184,MITD1,129531,microtubule interacting and trafficking domain containing 1,TRUE,0.236893212386584,AD_down,TRUE,TRUE
BOLA3,ILMN_1786658,-0.236319747663783,8.54247994584337,-7.12075767561634,1.16545992563533e-11,2.88146808194821e-09,15.9952057899867,BOLA3,388962,bolA family member 3,TRUE,0.236319747663783,AD_down,TRUE,TRUE
BEX2,ILMN_2181892,-0.283036631532104,8.02344653492771,-7.11135775288218,1.23328147365089e-11,3.02960337392624e-09,15.9401210302575,BEX2,84707,brain expressed X-linked 2,TRUE,0.283036631532104,AD_down,TRUE,TRUE
BOLA2,ILMN_1703894,0.267370998877233,8.3762876375261,7.06046273928386,1.67383906459245e-11,4.009053789582e-09,15.6427010191007,BOLA2,552900,bolA family member 2,TRUE,0.267370998877233,AD_up,TRUE,TRUE
RPL6,ILMN_1712155,-0.497396043678297,12.2938586892771,-7.04995792069738,1.78245583698196e-11,4.21842544183896e-09,15.5814884524373,RPL6,6128,ribosomal protein L6,TRUE,0.497396043678297,AD_down,TRUE,TRUE
TMEM258,ILMN_1786759,-0.244875060483421,11.5099261444578,-7.04988153801087,1.78327050148195e-11,4.21842544183896e-09,15.5810435839332,TMEM258,746,transmembrane protein 258,TRUE,0.244875060483421,AD_down,TRUE,TRUE
METAP2,ILMN_1670420,-0.381771403299288,8.9210635765502,-7.02656181643066,2.04993515177635e-11,4.73238643893815e-09,15.4453739219883,METAP2,10988,methionyl aminopeptidase 2,TRUE,0.381771403299288,AD_down,TRUE,TRUE
MRPL21,ILMN_1744835,-0.246162439101468,8.85468142694378,-7.01637484642328,2.17840808802955e-11,4.99885956583643e-09,15.3862016066904,MRPL21,219927,mitochondrial ribosomal protein L21,TRUE,0.246162439101468,AD_down,TRUE,TRUE
SLU7,ILMN_1685369,-0.354706624030061,8.49722576679518,-7.01293031104776,2.22361782817241e-11,5.07223109590613e-09,15.3662064749271,SLU7,10569,"SLU7 homolog, splicing factor",TRUE,0.354706624030061,AD_down,TRUE,TRUE
SNRPG,ILMN_1683562,-0.771155343507208,9.65326459368675,-6.99949149127119,2.40900953727043e-11,5.4244384375188e-09,15.2882580608219,SNRPG,6637,small nuclear ribonucleoprotein polypeptide G,TRUE,0.771155343507208,AD_down,TRUE,TRUE
NPEPL1,ILMN_1724194,0.229253946924429,9.42407965737349,6.98905828901797,2.56335974706028e-11,5.71122512946767e-09,15.2278115476349,NPEPL1,79716,aminopeptidase-like 1,TRUE,0.229253946924429,AD_up,TRUE,TRUE
TMSB10,ILMN_1812392,-0.21005140085297,13.3574316321687,-6.98782449097927,2.58224466294218e-11,5.72004508516014e-09,15.2206673008584,TMSB10,9168,thymosin beta 10,TRUE,0.21005140085297,AD_down,TRUE,TRUE
RIOK2,ILMN_1655329,-0.241356510724644,8.03693247528113,-6.95287754227679,3.17792341164562e-11,6.9876851113265e-09,15.0186583268193,RIOK2,55781,RIO kinase 2,TRUE,0.241356510724644,AD_down,TRUE,TRUE
VPS9D1,ILMN_1693630,0.273712394277668,8.96274043166265,6.94852370244537,3.2610248095501e-11,7.10051095179426e-09,14.9935386069902,VPS9D1,9605,VPS9 domain containing 1,TRUE,0.273712394277668,AD_up,TRUE,TRUE
RPL11,ILMN_2114876,-0.464055249209586,12.1903023956225,-6.92236784587051,3.80722538183047e-11,8.10558283791707e-09,14.8428529023985,RPL11,6135,ribosomal protein L11,TRUE,0.464055249209586,AD_down,TRUE,TRUE
HSPB11,ILMN_1681340,-0.312209602181305,7.89613149821687,-6.92092546110035,3.83983609199637e-11,8.1298452330102e-09,14.8345543152847,HSPB11,51668,heat shock protein family B (small) member 11,TRUE,0.312209602181305,AD_down,TRUE,TRUE
EIF3E,ILMN_1739257,-0.572893727908792,11.7338056776305,-6.88659840352556,4.70240905013895e-11,9.79378910975135e-09,14.6374010201862,EIF3E,3646,eukaryotic translation initiation factor 3 subunit E,TRUE,0.572893727908792,AD_down,TRUE,TRUE
POLR3GL,ILMN_1760667,-0.326277050119107,9.65067438249799,-6.85431215583065,5.68643597273059e-11,1.16532406067905e-08,14.4525724457518,POLR3GL,84265,RNA polymerase III subunit G like,TRUE,0.326277050119107,AD_down,TRUE,TRUE
PSMB1,ILMN_1789176,-0.354941265628633,11.084448664747,-6.84528272350523,5.99616746054856e-11,1.22093094441736e-08,14.400986928747,PSMB1,5689,proteasome subunit beta 1,TRUE,0.354941265628633,AD_down,TRUE,TRUE
LPP,ILMN_1651254,0.232241064720384,10.5742122124056,6.84456462815111,6.02150066528056e-11,1.22093094441736e-08,14.3968863976965,LPP,4026,LIM domain containing preferred translocation partner in lipoma,TRUE,0.232241064720384,AD_up,TRUE,TRUE
RPL21,ILMN_2290808,-0.704005716418618,9.28581250385944,-6.82919386385135,6.58972333455546e-11,1.32215380956458e-08,14.3091848604295,RPL21,6144,ribosomal protein L21,TRUE,0.704005716418618,AD_down,TRUE,TRUE
DPY30,ILMN_2131880,-0.468037088868965,9.02070413313655,-6.82080217610069,6.92187963944062e-11,1.3815639142846e-08,14.2613605760354,DPY30,84661,"dpy-30, histone methyltransferase complex regulatory subunit",TRUE,0.468037088868965,AD_down,TRUE,TRUE
TRAPPC4,ILMN_1814650,-0.205571828719367,9.46326810434137,-6.78495351685232,8.53626905755337e-11,1.65215607486647e-08,14.057509483105,TRAPPC4,51399,trafficking protein particle complex 4,TRUE,0.205571828719367,AD_down,TRUE,TRUE
RPL17,ILMN_1655422,-0.473174747766547,9.05771114953414,-6.78290135006156,8.63914086578641e-11,1.66366410180235e-08,14.0458621256163,RPL17,6139,ribosomal protein L17,TRUE,0.473174747766547,AD_down,TRUE,TRUE
C7orf43,ILMN_1770030,0.256458741965612,9.07551181978313,6.77916400608909,8.82962994414679e-11,1.69184539359797e-08,14.0246564889026,C7orf43,55262,chromosome 7 open reading frame 43,TRUE,0.256458741965612,AD_up,TRUE,TRUE
STX8,ILMN_1752895,-0.204448751730035,8.08277850524498,-6.77559516578748,9.01538418675143e-11,1.71884354629198e-08,14.0044143880912,STX8,9482,syntaxin 8,TRUE,0.204448751730035,AD_down,TRUE,TRUE
RTN2,ILMN_1685357,-0.308649551913342,8.07854912754217,-6.76460953068398,9.61163415135083e-11,1.80557374484346e-08,13.9421506976486,RTN2,6253,reticulon 2,TRUE,0.308649551913342,AD_down,TRUE,TRUE
MTIF3,ILMN_1718271,-0.238968812073668,8.29146021605221,-6.76127362867072,9.80024980977032e-11,1.83202523517082e-08,13.923257356643,MTIF3,219402,mitochondrial translational initiation factor 3,TRUE,0.238968812073668,AD_down,TRUE,TRUE
COX7B,ILMN_2184049,-0.388972218952745,7.83695596658233,-6.75530918071897,1.01466017986803e-10,1.88756346664576e-08,13.8894927777624,COX7B,1349,cytochrome c oxidase subunit 7B,TRUE,0.388972218952745,AD_down,TRUE,TRUE
RAB37,ILMN_2243912,0.30128502336663,9.89182005760241,6.74346672367612,1.08703456511716e-10,2.01243181663863e-08,13.8225134407503,RAB37,326624,"RAB37, member RAS oncogene family",TRUE,0.30128502336663,AD_up,TRUE,TRUE
PBDC1,ILMN_1768176,-0.22112216387971,8.24685661328916,-6.73346130912215,1.15212019091514e-10,2.12267067097355e-08,13.76598696916,PBDC1,51260,polysaccharide biosynthesis domain containing 1,TRUE,0.22112216387971,AD_down,TRUE,TRUE
UBA7,ILMN_1794612,0.257662879191967,9.80220071304418,6.72311322044387,1.2234648571039e-10,2.23264858352074e-08,13.7075851444806,UBA7,7318,ubiquitin like modifier activating enzyme 7,TRUE,0.257662879191967,AD_up,TRUE,TRUE
ACAT1,ILMN_1800008,-0.293764637958466,8.39278027332932,-6.71556758669929,1.27820960291533e-10,2.32149518497258e-08,13.6650385362642,ACAT1,38,acetyl-CoA acetyltransferase 1,TRUE,0.293764637958466,AD_down,TRUE,TRUE
TMEM126A,ILMN_2217809,-0.329095977897519,8.21233953836546,-6.70787434452837,1.33650386211081e-10,2.40457751191598e-08,13.6216934639095,TMEM126A,84233,transmembrane protein 126A,TRUE,0.329095977897519,AD_down,TRUE,TRUE
DNAJC7,ILMN_1663616,-0.20164588619986,8.41980271620884,-6.7001625628731,1.39756013683582e-10,2.50267754971132e-08,13.5782782672359,DNAJC7,7266,DnaJ heat shock protein family (Hsp40) member C7,TRUE,0.20164588619986,AD_down,TRUE,TRUE
NIFK,ILMN_1786189,-0.261530988199056,8.37093828493173,-6.69070201019381,1.47621707536499e-10,2.63123677963429e-08,13.5250649831772,NIFK,84365,nucleolar protein interacting with the FHA domain of MKI67,TRUE,0.261530988199056,AD_down,TRUE,TRUE
TCEAL4,ILMN_1748625,-0.217296165161465,8.58446981064659,-6.66818811809924,1.68132640749067e-10,2.98295326795636e-08,13.3986386175147,TCEAL4,79921,transcription elongation factor A like 4,TRUE,0.217296165161465,AD_down,TRUE,TRUE
