gene_symbol,probe_id,logFC,AveExpr,t,P.Value,adj.P.Val,B,gene_symbol_raw,gene_id,gene_title,is_annotated_gene,abs_logFC,direction,main_candidate,nominal_candidate
BCLAF1,ILMN_1775192,-0.201060061280676,9.40080489553012,-3.74555666435603,0.000224034897270364,0.00460099964265536,-0.128616198298301,BCLAF1,9774,BCL2 associated transcription factor 1,TRUE,0.201060061280676,AD_down,TRUE,TRUE
REEP5,ILMN_1758941,-0.227679976049142,9.59527692860241,-3.74451977090952,0.000224911868713039,0.00461406457859802,-0.1322676994056,REEP5,7905,receptor accessory protein 5,TRUE,0.227679976049142,AD_down,TRUE,TRUE
S100P,ILMN_1801216,-0.405564306128279,9.28161213652209,-3.73228144795832,0.00023551060315691,0.00479300973668567,-0.17529778563225,S100P,6286,S100 calcium binding protein P,TRUE,0.405564306128279,AD_down,TRUE,TRUE
FAM212B,ILMN_2388955,0.272947063125757,9.14435308772289,3.70648834310236,0.000259411615784932,0.00517499840713699,-0.265574847772725,FAM212B,55924,family with sequence similarity 212 member B,TRUE,0.272947063125757,AD_up,TRUE,TRUE
GDI2,ILMN_1754178,-0.242614414281399,9.4232385273012,-3.70281471889166,0.000262996360294605,0.00522746188755697,-0.278387203393772,GDI2,2665,GDP dissociation inhibitor 2,TRUE,0.242614414281399,AD_down,TRUE,TRUE
RPL3,ILMN_2319994,-0.218439453574075,11.8591849504819,-3.69858365172219,0.000267182947713122,0.00529693994943728,-0.293129659203943,RPL3,6122,ribosomal protein L3,TRUE,0.218439453574075,AD_down,TRUE,TRUE
EIF4A2,ILMN_1685722,-0.231136536067741,11.4388559658635,-3.68715188963484,0.00027881106522895,0.00546806429974607,-0.332886370102783,EIF4A2,1974,eukaryotic translation initiation factor 4A2,TRUE,0.231136536067741,AD_down,TRUE,TRUE
SNRK,ILMN_2107184,-0.227487734287236,10.2944448979157,-3.68209125499536,0.000284109540858938,0.00555492133918176,-0.350450790177288,SNRK,54861,SNF related kinase,TRUE,0.227487734287236,AD_down,TRUE,TRUE
SLC35A1,ILMN_1741440,-0.210224412658453,8.94860354053414,-3.67678095841553,0.000289771383238035,0.005628762580589,-0.368858521287353,SLC35A1,10559,solute carrier family 35 member A1,TRUE,0.210224412658453,AD_down,TRUE,TRUE
RSL24D1,ILMN_2175465,-0.340348839606079,8.67382936948594,-3.67577876500404,0.000290851781804382,0.00564355543407977,-0.372329879434751,RSL24D1,51187,ribosomal L24 domain containing 1,TRUE,0.340348839606079,AD_down,TRUE,TRUE
SEP15,ILMN_2407082,-0.214373260768432,9.97000448488353,-3.66758879962594,0.000299824207194876,0.00577167454962115,-0.400666201952469,SEP15,9403,15 kDa selenoprotein,TRUE,0.214373260768432,AD_down,TRUE,TRUE
CFLAR,ILMN_1789830,0.204991377586431,11.770555011245,3.59636239688322,0.00038962264137616,0.00714065942745921,-0.644709401924728,CFLAR,8837,CASP8 and FADD like apoptosis regulator,TRUE,0.204991377586431,AD_up,TRUE,TRUE
RPS6,ILMN_1808939,-0.256404831251058,11.2255354878394,-3.58791217052217,0.000401815046665645,0.00730472306371956,-0.673377006319626,RPS6,6194,ribosomal protein S6,TRUE,0.256404831251058,AD_down,TRUE,TRUE
ARL6IP5,ILMN_1769810,-0.251712424052764,10.6448313635823,-3.56705618016991,0.000433459359485226,0.00776716115003063,-0.743871605987596,ARL6IP5,10550,ADP ribosylation factor like GTPase 6 interacting protein 5,TRUE,0.251712424052764,AD_down,TRUE,TRUE
SCO2,ILMN_1701621,0.20610506790543,9.54063470742972,3.56555523295985,0.000435824743550399,0.00778996073803096,-0.748930624859064,SCO2,9997,SCO2 cytochrome c oxidase assembly protein,TRUE,0.20610506790543,AD_up,TRUE,TRUE
RGS2,ILMN_2197365,-0.242288793685341,12.3821804438153,-3.56339449390906,0.000439251207541415,0.00784388852535047,-0.756210136358469,RGS2,5997,regulator of G-protein signaling 2,TRUE,0.242288793685341,AD_down,TRUE,TRUE
AKR1C3,ILMN_1713124,-0.21983034553639,8.43196519450602,-3.55261279034698,0.000456729994158002,0.00810280242621148,-0.792474155435149,AKR1C3,8644,"aldo-keto reductase family 1, member C3",TRUE,0.21983034553639,AD_down,TRUE,TRUE
LEPROTL1,ILMN_1752591,-0.207511964951384,9.1581463931245,-3.52515726714815,0.000504233245379986,0.00880000748242842,-0.88437242241888,LEPROTL1,23484,leptin receptor overlapping transcript-like 1,TRUE,0.207511964951384,AD_down,TRUE,TRUE
SLC11A1,ILMN_1741165,0.252560271387828,11.56487488149,3.51084389456893,0.00053079894545478,0.00915449018349148,-0.932026314416595,SLC11A1,6556,solute carrier family 11 member 1,TRUE,0.252560271387828,AD_up,TRUE,TRUE
MYADM,ILMN_2308849,0.214835002917622,12.5057467526104,3.50513205887779,0.000541761974846152,0.0092892180760869,-0.950993955851286,MYADM,91663,myeloid associated differentiation marker,TRUE,0.214835002917622,AD_up,TRUE,TRUE
RPL27,ILMN_1656807,-0.277420766169742,12.4390411640562,-3.49121063858787,0.000569377556450985,0.00968042889011298,-0.997106642862485,RPL27,6155,ribosomal protein L27,TRUE,0.277420766169742,AD_down,TRUE,TRUE
DUSP1,ILMN_1781285,0.230141573907638,11.9630749035743,3.48176946498881,0.000588850380539992,0.00995848379658145,-1.02828464738325,DUSP1,1843,dual specificity phosphatase 1,TRUE,0.230141573907638,AD_up,TRUE,TRUE
EIF1AY,ILMN_1755537,-0.324988685250444,7.85860339881526,-3.47911012602751,0.00059444694340128,0.0100265826430563,-1.03705290086966,EIF1AY,9086,"eukaryotic translation initiation factor 1A, Y-linked",TRUE,0.324988685250444,AD_down,TRUE,TRUE
CXCR4,ILMN_1801584,0.234915892029957,10.4086128263373,3.44611516199034,0.000668156642100155,0.011036680533863,-1.14533731832339,CXCR4,7852,C-X-C motif chemokine receptor 4,TRUE,0.234915892029957,AD_up,TRUE,TRUE
FPR2,ILMN_2392569,0.243134305255484,9.96393197856627,3.40838986270148,0.000762878088532586,0.0122219958648603,-1.26799812176731,FPR2,2358,formyl peptide receptor 2,TRUE,0.243134305255484,AD_up,TRUE,TRUE
TMEM181,ILMN_1710078,-0.208891531018617,9.33761993219679,-3.4003792317909,0.000784543338067089,0.0124752156852311,-1.29388607755153,TMEM181,57583,transmembrane protein 181,TRUE,0.208891531018617,AD_down,TRUE,TRUE
MMP25,ILMN_1717207,0.247592741839323,11.5254518295582,3.37931506663127,0.0008442855661396,0.0131844789998377,-1.36169458514011,MMP25,64386,matrix metallopeptidase 25,TRUE,0.247592741839323,AD_up,TRUE,TRUE
LY96,ILMN_1724533,-0.319639957786324,9.2246592190763,-3.33060821085117,0.000999060453422748,0.0150881895666796,-1.51701769946932,LY96,23643,lymphocyte antigen 96,TRUE,0.319639957786324,AD_down,TRUE,TRUE
RPS18,ILMN_1753534,-0.251143150924868,10.7414163313614,-3.32820022456255,0.0010073588292604,0.0151864693371034,-1.52464323092318,RPS18,6222,ribosomal protein S18,TRUE,0.251143150924868,AD_down,TRUE,TRUE
CD52,ILMN_2208903,-0.331807463625249,11.7384840733695,-3.3050533106131,0.00109046702175051,0.0161909636604119,-1.59768703653158,CD52,1043,CD52 molecule,TRUE,0.331807463625249,AD_down,TRUE,TRUE
CYP4F3,ILMN_1736190,0.248707763066704,10.495590168743,3.27290183267342,0.00121652460020929,0.0176189175091536,-1.69837229974549,CYP4F3,4051,cytochrome P450 family 4 subfamily F member 3,TRUE,0.248707763066704,AD_up,TRUE,TRUE
CA4,ILMN_1695157,0.219157253443961,9.31119480648594,3.26727047671736,0.00123995092645875,0.0178973255758012,-1.71591463698938,CA4,762,carbonic anhydrase 4,TRUE,0.219157253443961,AD_up,TRUE,TRUE
RPL10A,ILMN_1808041,-0.214897994817065,10.0668334140522,-3.23754381590396,0.00137071191063855,0.01936930854691,-1.80805761734105,RPL10A,4736,ribosomal protein L10a,TRUE,0.214897994817065,AD_down,TRUE,TRUE
KIR2DL4,ILMN_1739756,0.245338615484182,8.89670028677912,3.23557913071315,0.00137978979924996,0.0194335759512243,-1.81412028139327,KIR2DL4,3805,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4",TRUE,0.245338615484182,AD_up,TRUE,TRUE
ALDOA,ILMN_1736700,0.222218676225379,12.1867288074538,3.22918369675297,0.00140972787447142,0.019716639272078,-1.83383203834772,ALDOA,226,"aldolase, fructose-bisphosphate A",TRUE,0.222218676225379,AD_up,TRUE,TRUE
ANPEP,ILMN_1763837,0.22651880880428,10.4561766761446,3.22872465340263,0.00141189974276188,0.0197326119409631,-1.83524550653334,ANPEP,290,"alanyl aminopeptidase, membrane",TRUE,0.22651880880428,AD_up,TRUE,TRUE
LUC7L3,ILMN_2299072,-0.210221533014707,8.28449454896386,-3.2219909290176,0.00144411773459093,0.0200836005940792,-1.85595851666007,LUC7L3,51747,LUC7 like 3 pre-mRNA splicing factor,TRUE,0.210221533014707,AD_down,TRUE,TRUE
TNFAIP6,ILMN_1785732,-0.290194237067034,9.7853992622008,-3.18297851140698,0.00164458605528807,0.0221836771597147,-1.97517872526046,TNFAIP6,7130,TNF alpha induced protein 6,TRUE,0.290194237067034,AD_down,TRUE,TRUE
GPR183,ILMN_1798706,-0.203683625366401,9.35067557365462,-3.16201186883562,0.0017626827468921,0.0234873185766339,-2.03869957120583,GPR183,1880,G protein-coupled receptor 183,TRUE,0.203683625366401,AD_down,TRUE,TRUE
RNF24,ILMN_1717809,0.204184592771483,11.1576329058875,3.12546645584517,0.00198745305375817,0.0259323036861153,-2.14849275615177,RNF24,11237,ring finger protein 24,TRUE,0.204184592771483,AD_up,TRUE,TRUE
DYSF,ILMN_1810420,0.236147208114743,11.5493405979237,3.10519538514662,0.00212326294723819,0.0272679901689216,-2.20888496307306,DYSF,8291,dysferlin,TRUE,0.236147208114743,AD_up,TRUE,TRUE
CRISPLD2,ILMN_1790689,0.222239431408083,10.9007706817149,3.01670850606867,0.00282228684696639,0.0342807215687625,-2.46824706680724,CRISPLD2,83716,cysteine rich secretory protein LCCL domain containing 2,TRUE,0.222239431408083,AD_up,TRUE,TRUE
KLRF1,ILMN_2055781,-0.233689731782053,8.60283716849398,-2.9689908091072,0.00328165487265227,0.0385337195939188,-2.60522276818101,KLRF1,51348,killer cell lectin like receptor F1,TRUE,0.233689731782053,AD_down,TRUE,TRUE
MMP9,ILMN_1796316,0.291871990654344,11.4670138116667,2.92114754828631,0.0038101245891705,0.0431859197001455,-2.74051777393955,MMP9,4318,matrix metallopeptidase 9,TRUE,0.291871990654344,AD_up,TRUE,TRUE
SRP9,ILMN_2099594,-0.205788154230854,9.91804564141767,-2.8949441516274,0.00413149655029277,0.0460789321304771,-2.81374908616501,SRP9,6726,signal recognition particle 9,TRUE,0.205788154230854,AD_down,TRUE,TRUE
