dataset_accession,expression_column,sample_geo_accession,sample_title,diagnosis_clean,n_features,missing_values,missing_fraction,mean,sd,min,q1,median,q3,max,iqr,median_mad_z,iqr_mad_z,qc_flag
GSE63061,7348931007_D,GSM1539766,7348931007_D,AD,32049,0,0,6.61066568963004,1.02609593647752,5.955748067,6.054857464,6.155245332,6.693287812,14.08515184,0.638430348,1.05122999245094,0.663488128691577,pass
GSE63061,7348931007_E,GSM1539767,7348931007_E,AD,32049,0,0,6.60957178971977,1.02836883398681,5.950474366,6.055407787,6.154510704,6.692541401,14.08118789,0.637133614,1.05122999245094,0.663488128691577,pass
GSE63061,7348931007_F,GSM1539768,7348931007_F,AD,32049,0,0,6.60267951866364,1.02770796474361,5.931860054,6.053084079,6.150324365,6.685738813,14.08277347,0.632654734000001,1.05122999245094,0.663488128691577,pass
GSE63061,7348931007_G,GSM1539769,7348931007_G,AD,32049,0,0,6.60337032940594,1.02515131350919,5.940733012,6.052626497,6.151327947,6.683088881,14.07999871,0.630462383999999,1.05122999245094,0.663488128691577,pass
GSE63061,7348931007_H,GSM1539770,7348931007_H,Control,32049,0,0,6.60791065920007,1.02751780775878,5.907316349,6.054006629,6.151729793,6.690091763,14.08515184,0.636085134,1.05122999245094,0.663488128691577,pass
GSE63061,7196843076_A,GSM1539773,7196843076_A,AD,32049,0,0,6.6048259173631,1.02994741113026,5.763787067,6.051494918,6.153429288,6.690321177,14.09731029,0.638826259,1.05122999245094,0.663488128691577,pass
GSE63061,7196843076_C,GSM1539775,7196843076_C,Control,32049,0,0,6.60477620773962,1.02829309343246,5.728802925,6.051847459,6.157432867,6.683311132,14.0967668,0.631463673,1.05122999245094,0.663488128691577,pass
GSE63061,7196843076_I,GSM1539777,7196843076_I,AD,32049,0,0,6.60696400071456,1.01677539928399,5.890320838,6.054261514,6.165026031,6.694119003,14.09296237,0.639857489,1.05122999245094,0.663488128691577,pass
GSE63061,7196843076_K,GSM1539778,7196843076_K,AD,32049,0,0,6.60488259540866,1.01135232760656,5.756168783,6.0565288,6.165462011,6.68856974,14.09567982,0.63204094,1.05122999245094,0.663488128691577,pass
GSE63061,7196843069_A,GSM1539779,7196843069_A,Control,32049,0,0,6.60529602894658,1.01663378744256,5.833295144,6.054918737,6.156600818,6.69432653,14.09654977,0.639407792999999,1.05122999245094,0.663488128691577,pass
GSE63061,7196843069_B,GSM1539780,7196843069_B,AD,32049,0,0,6.60265240017398,1.02135462961339,5.914228575,6.052689461,6.156658317,6.686090514,14.10085479,0.633401053,1.05122999245094,0.663488128691577,pass
GSE63061,7196843069_C,GSM1539781,7196843069_C,Control,32049,0,0,6.60678704672757,1.0215850839104,5.542685046,6.055134523,6.15579321,6.691044106,14.15695443,0.635909582999999,1.05122999245094,0.663488128691577,pass
GSE63061,7196843069_E,GSM1539783,7196843069_E,AD,32049,0,0,6.60681017325945,1.02459233798516,5.507212454,6.055632763,6.157311855,6.69104827,14.09733543,0.635415506999999,1.05122999245094,0.663488128691577,pass
GSE63061,7196843069_H,GSM1539785,7196843069_H,AD,32049,0,0,6.60216936889129,1.02493853345907,5.692093322,6.053735646,6.154280155,6.676846026,14.09616232,0.62311038,1.05122999245094,0.663488128691577,pass
GSE63061,7196843069_K,GSM1539787,7196843069_K,AD,32049,0,0,6.6058789194837,1.0235730455159,5.909029874,6.054360613,6.152969443,6.685924997,14.09088329,0.631564384,1.05122999245094,0.663488128691577,pass
GSE63061,7196843069_L,GSM1539788,7196843069_L,AD,32049,0,0,6.60554023506446,1.02345394044791,5.919230656,6.054739125,6.151953982,6.692199282,14.12771403,0.637460157,1.05122999245094,0.663488128691577,pass
GSE63061,7348931013_I,GSM1539794,7348931013_I,AD,32049,0,0,6.60213792460907,1.01255351103251,5.813571192,6.059554235,6.161592648,6.683942949,14.0193851,0.624388714,1.05122999245094,0.663488128691577,pass
GSE63061,7348931013_J,GSM1539795,7348931013_J,Control,32049,0,0,6.60205426925576,1.01182399281542,5.67022783,6.06065673,6.158647733,6.683289088,14.02486334,0.622632358000001,1.05122999245094,0.663488128691577,pass
GSE63061,7348931013_L,GSM1539796,7348931013_L,Control,32049,0,0,6.60256322184243,1.00802842691999,5.905451201,6.054723921,6.169963905,6.696118102,14.16020552,0.641394181,1.05122999245094,0.663488128691577,pass
GSE85426,US81403231_252800417012_S01_GE1_107_Sep09_1_1.txt,GSM2266610,Non-demented control 1,Control,14113,0,0,-0.0231138382289379,0.760173315935142,-7.9586043,-0.4198804,0.027697563,0.43467999,9.110538,0.85456039,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417012_S01_GE1_107_Sep09_1_2.txt,GSM2266611,Probable AD 1,AD,14113,0,0,-0.0231138378064905,0.752563308964914,-3.9676557,-0.49859095,0.05493641,0.49484587,3.8266258,0.99343682,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417012_S01_GE1_107_Sep09_1_4.txt,GSM2266612,Probable AD 2,AD,14113,0,0,-0.0231138383757529,0.809633854075977,-3.8979042,-0.6202364,-0.07340431,0.53461313,10.650951,1.15484953,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417012_S01_GE1_107_Sep09_2_3.txt,GSM2266613,Non-demented control 2,Control,14113,0,0,-0.0231138381924467,1.42160353002013,-4.899298,-0.94428396,0.4192114,1.0246725,4.6766415,1.96895646,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417012_S01_GE1_107_Sep09_2_4.txt,GSM2266614,Non-demented control 3,Control,14113,0,0,-0.0231138380965068,0.861655396308422,-3.3623219,-0.63253784,0.1688385,0.5825386,6.599183,1.21507644,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417022_S01_GE1_107_Sep09_1_1.txt,GSM2266615,Probable AD 3,AD,14113,0,0,-0.0231138377605045,0.807561524137406,-3.5715957,-0.45274544,0.11109543,0.4995556,4.6343927,0.95230104,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417022_S01_GE1_107_Sep09_1_2.txt,GSM2266616,Probable AD 4,AD,14113,0,0,-0.0231138379469284,0.613892595375052,-7.694264,-0.3299122,0.045597076,0.33845234,4.0481277,0.66836454,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417022_S01_GE1_107_Sep09_1_3.txt,GSM2266617,Non-demented control 4,Control,14113,0,0,-0.0231138380890668,0.584045094223448,-4.0634546,-0.32526255,-0.005348206,0.28471947,4.717748,0.60998202,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417022_S01_GE1_107_Sep09_1_4.txt,GSM2266618,Probable AD 5,AD,14113,0,0,-0.0231138382450223,0.554581497785222,-5.189026,-0.3184409,0.003056526,0.3062849,3.1822662,0.6247258,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417022_S01_GE1_107_Sep09_2_2.txt,GSM2266619,Non-demented control 5,Control,14113,0,0,-0.0231138381046553,1.02467492046462,-3.7854884,-0.5856123,-0.026328087,0.48804188,10.644406,1.07365418,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417022_S01_GE1_107_Sep09_2_4.txt,GSM2266620,Probable AD 6,AD,14113,0,0,-0.0231149709386381,3.01674873073799,-10.599529,-1.7371411,-0.027974129,1.3378167,11.578363,3.0749578,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417024_S01_GE1_107_Sep09_1_1.txt,GSM2266621,Non-demented control 6,Control,14113,0,0,-0.0231138377206831,0.630212583794797,-3.5514305,-0.39232063,-0.041059494,0.29195547,4.508254,0.6842761,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417024_S01_GE1_107_Sep09_1_2.txt,GSM2266622,Non-demented control 7,Control,14113,0,0,-0.0231138380060937,0.671388849707697,-4.039471,-0.41544867,0.004431725,0.36650467,4.687339,0.78195334,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417024_S01_GE1_107_Sep09_1_3.txt,GSM2266623,Non-demented control 8,Control,14113,0,0,-0.0231138380481825,0.918816814169687,-3.4864383,-0.7308693,0.058326244,0.65496826,5.10515,1.38583756,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417024_S01_GE1_107_Sep09_2_1.txt,GSM2266624,Non-demented control 9,Control,14113,0,0,-0.0231138377417275,0.812742769541122,-5.004097,-0.5214882,0,0.51183033,5.1447997,1.03331853,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417024_S01_GE1_107_Sep09_2_3.txt,GSM2266625,Non-demented control 10,Control,14113,0,0,-0.0231138380743995,0.843262079276262,-6.3133183,-0.48213625,0.007915497,0.4696393,4.927514,0.95177555,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417024_S01_GE1_107_Sep09_2_4.txt,GSM2266626,Probable AD 7,AD,14113,0,0,-0.0231138377211082,0.91901926905701,-7.208908,-0.63898087,-0.1767726,0.5200472,4.737973,1.15902807,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417012_S01_GE1_107_Sep09_1_3.txt,GSM2266627,Probable AD 8,AD,14113,0,0,-0.0231138377867215,0.658078743398594,-3.6895242,-0.41715097,-0.034992218,0.34665966,5.517645,0.76381063,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417021_S01_GE1_107_Sep09_1_2.txt,GSM2266628,Probable AD 9,AD,14113,0,0,-0.0231138380765252,0.584607865485011,-4.855834,-0.315094,0.019732952,0.31255436,3.9347372,0.62764836,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417021_S01_GE1_107_Sep09_1_3.txt,GSM2266629,Probable AD 10,AD,14113,0,0,-0.0231138381454687,0.615823523044144,-4.620449,-0.34445333,0.017647266,0.349041,4.3464365,0.69349433,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417021_S01_GE1_107_Sep09_1_4.txt,GSM2266630,Probable AD 11,AD,14113,0,0,-0.0231138383493233,1.0562732640808,-7.63903,-0.4690547,0.11747837,0.6277046,4.1657453,1.0967593,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417021_S01_GE1_107_Sep09_2_1.txt,GSM2266631,Probable AD 12,AD,14113,0,0,-0.0231138383953802,0.570121095579987,-6.9902945,-0.32374763,0.015599728,0.31590176,3.3003654,0.63964939,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417021_S01_GE1_107_Sep09_2_2.txt,GSM2266632,Probable AD 13,AD,14113,0,0,-0.0231138378499965,0.617848493457508,-4.8459835,-0.3885374,-0.026973248,0.3492918,5.768243,0.7378292,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417021_S01_GE1_107_Sep09_2_3.txt,GSM2266633,Non-demented control 11,Control,14113,0,0,-0.0231138383982853,0.610252713115182,-4.059176,-0.3715496,-0.06742048,0.27468014,4.4008446,0.64622974,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417021_S01_GE1_107_Sep09_2_4.txt,GSM2266634,Non-demented control 12,Control,14113,0,0,-0.023113837965422,0.630059775093882,-4.5594635,-0.36072683,0.03458643,0.35087633,4.351741,0.71160316,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417022_S01_GE1_107_Sep09_2_3.txt,GSM2266635,Non-demented control 13,Control,14113,0,0,-0.0231138381518458,0.573696910534136,-4.6324835,-0.34485912,0.003124237,0.30808544,6.1094627,0.65294456,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800416103_S01_GE1_107_Sep09_1_2.txt,GSM2266636,Non-demented control 14,Control,14113,0,0,-0.0231138381226529,0.744074924453061,-5.9589233,-0.4109273,0.018462181,0.42295408,4.1981497,0.83388138,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800416103_S01_GE1_107_Sep09_1_3.txt,GSM2266637,Probable AD 14,AD,14113,0,0,-0.023113838327712,0.890588082126023,-3.8691654,-0.4892826,0.12784958,0.5383029,9.053797,1.0275855,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800416103_S01_GE1_107_Sep09_2_2.txt,GSM2266638,Probable AD 15,AD,14113,0,0,-0.0231138379137675,0.925269815288045,-5.058854,-0.5878453,0.174582,0.59886646,7.029855,1.18671176,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800416103_S01_GE1_107_Sep09_2_3.txt,GSM2266639,Non-demented control 15,Control,14113,0,0,-0.0231138381555304,0.934745493957386,-4.8004913,-0.5025325,-0.14598846,0.27165937,8.920507,0.77419187,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800416103_S01_GE1_107_Sep09_1_1.txt,GSM2266640,Probable AD 16,AD,14113,0,0,-0.0231138381145044,0.733754671325639,-5.1420336,-0.5268116,-0.120461464,0.43045616,3.235629,0.95726776,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800416103_S01_GE1_107_Sep09_1_4.txt,GSM2266641,Probable AD 17,AD,14113,0,0,-0.0231138378048608,0.643723021179384,-3.6354494,-0.3750515,0,0.346838,4.944311,0.7218895,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800416103_S01_GE1_107_Sep09_2_1.txt,GSM2266642,Probable AD 18,AD,14113,0,0,-0.0231138379054772,0.696112839260074,-3.109276,-0.43340397,0.09519005,0.44277096,5.6578455,0.87617493,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800416103_S01_GE1_107_Sep09_2_4.txt,GSM2266643,Probable AD 19,AD,14113,0,0,-0.0231138382300007,0.918209833956842,-4.1952634,-0.60048103,-0.08619404,0.46400833,6.7205906,1.06448936,0.700824544627477,0.739185284892707,pass
GSE85426,US91203660_252800417088_S01_GE1_107_Sep09_1_1.txt,GSM2266644,Probable AD 20,AD,14113,0,0,-0.0231138379292142,0.577969404068909,-2.8324058,-0.33637238,-0.03929901,0.26541233,7.070193,0.60178471,0.700824544627477,0.739185284892707,pass
GSE85426,US91203660_252800417088_S01_GE1_107_Sep09_1_2.txt,GSM2266645,Probable AD 21,AD,14113,0,0,-0.0231138381585063,0.5628565164776,-3.1028612,-0.3206687,-0.028749466,0.2603941,5.0274706,0.5810628,0.700824544627477,0.739185284892707,pass
GSE85426,US91203660_252800417088_S01_GE1_107_Sep09_1_3.txt,GSM2266646,Probable AD 22,AD,14113,0,0,-0.0231138382844895,0.524259884941686,-3.054122,-0.29827404,-0.016244888,0.25343227,6.7928123,0.55170631,0.700824544627477,0.739185284892707,pass
GSE85426,US91203660_252800417088_S01_GE1_107_Sep09_1_4.txt,GSM2266647,Probable AD 23,AD,14113,0,0,-0.0231138381954935,0.561296176160528,-3.696921,-0.33440304,-0.0300951,0.26578236,7.1615334,0.6001854,0.700824544627477,0.739185284892707,pass
GSE85426,US91203660_252800417088_S01_GE1_107_Sep09_2_1.txt,GSM2266648,Probable AD 24,AD,14113,0,0,-0.023113837944165,0.571706408751562,-6.275277,-0.34760857,-0.050069332,0.26384592,8.165697,0.61145449,0.700824544627477,0.739185284892707,pass
GSE85426,US91203660_252800417088_S01_GE1_107_Sep09_2_2.txt,GSM2266649,Non-demented control 16,Control,14113,0,0,-0.0231138379472118,0.551236638653772,-3.9552708,-0.32324028,-0.034025192,0.25082016,5.6506767,0.57406044,0.700824544627477,0.739185284892707,pass
GSE85426,US91203660_252800417088_S01_GE1_107_Sep09_2_3.txt,GSM2266650,Probable AD 25,AD,14113,0,0,-0.0231138381582938,0.525914529881069,-2.9561174,-0.31194878,-0.022500515,0.2571988,6.655115,0.56914758,0.700824544627477,0.739185284892707,pass
GSE85426,US91203660_252800417088_S01_GE1_107_Sep09_2_4.txt,GSM2266651,Non-demented control 17,Control,14113,0,0,-0.0231138383679586,0.547566961636387,-3.0798337,-0.3253646,-0.033013344,0.26060772,3.995142,0.58597232,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417382_S01_GE1_107_Sep09_1_1.txt,GSM2266652,Non-demented control 18,Control,14113,0,0,-0.0231138381248494,0.701385671856553,-4.7362485,-0.39112854,-0.007182598,0.37212133,6.3429155,0.76324987,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417382_S01_GE1_107_Sep09_1_3.txt,GSM2266653,Non-demented control 19,Control,14113,0,0,-0.0231138379046269,0.604266369338494,-3.5466523,-0.3202262,0.052803993,0.34928703,6.618881,0.66951323,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417382_S01_GE1_107_Sep09_2_3.txt,GSM2266654,Non-demented control 20,Control,14113,0,0,-0.0231138386029902,0.910099673652543,-6.3408995,-0.67765427,0.17990494,0.6623378,3.577095,1.33999207,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417382_S01_GE1_107_Sep09_2_4.txt,GSM2266655,Non-demented control 21,Control,14113,0,0,-0.0231138382711684,0.744480175887968,-5.5199857,-0.47946358,0.084756374,0.4775343,6.242144,0.95699788,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417957_S01_GE1_107_Sep09_1_3.txt,GSM2266656,Non-demented control 22,Control,14113,0,0,-0.0231138382022249,1.1003926482669,-4.994498,-0.6627407,-0.03149557,0.5738287,6.9378867,1.2365694,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417958_S01_GE1_107_Sep09_1_2.txt,GSM2266657,Non-demented control 23,Control,14113,0,0,-0.023113838185361,1.23344831259899,-6.064398,-0.7981367,0.4188137,0.85928917,5.3911276,1.65742587,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417958_S01_GE1_107_Sep09_1_3.txt,GSM2266658,Non-demented control 24,Control,14113,0,0,-0.0231138386761851,1.24384861597102,-5.186625,-0.8956833,0.35095692,0.8988571,3.783352,1.7945404,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417958_S01_GE1_107_Sep09_1_4.txt,GSM2266659,Non-demented control 25,Control,14113,0,0,-0.0231138378645929,0.915063514426719,-5.25151,-0.6133299,0.17056847,0.6019139,11.73809,1.2152438,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417958_S01_GE1_107_Sep09_2_1.txt,GSM2266660,Probable AD 26,AD,14113,0,0,-0.0231138377699284,1.25437154498133,-5.2132316,-0.8874769,0.39306068,0.89777756,9.539629,1.78525446,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417958_S01_GE1_107_Sep09_2_4.txt,GSM2266661,Probable AD 27,AD,14113,0,0,-0.023113838224899,1.00250977374917,-7.397522,-0.5707817,0.000693,0.5595627,5.4467196,1.1303444,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417959_S01_GE1_107_Sep09_1_4.txt,GSM2266662,Probable AD 28,AD,14113,0,0,-0.0231138379157514,1.11014681673263,-4.3953342,-0.6841154,-0.021516323,0.6091604,8.886532,1.2932758,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417382_S01_GE1_107_Sep09_1_2.txt,GSM2266663,Probable AD 29,AD,14113,0,0,-0.0231138380253667,0.928235949728537,-4.025255,-0.6765332,0.21807003,0.6378708,4.5993567,1.314404,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417382_S01_GE1_107_Sep09_1_4.txt,GSM2266664,Non-demented control 26,Control,14113,0,0,-0.0231138379754836,0.864070873760335,-6.5961227,-0.40615416,0.06318569,0.46430588,8.325804,0.87046004,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417382_S01_GE1_107_Sep09_2_2.txt,GSM2266665,Non-demented control 27,Control,14113,0,0,-0.0231138381146461,1.05595453550933,-5.132312,-0.6725631,0.17429924,0.7442541,4.3721523,1.4168172,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417957_S01_GE1_107_Sep09_1_1.txt,GSM2266666,Probable AD 30,AD,14113,0,0,-0.0231138382163254,1.01701472244254,-4.317356,-0.5938053,-0.04026413,0.47967148,10.157296,1.07347678,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417957_S01_GE1_107_Sep09_1_2.txt,GSM2266667,Probable AD 31,AD,14113,0,0,-0.0231138377307447,1.0460210697178,-4.3609557,-0.6327448,-0.016374588,0.5673337,8.296366,1.2000785,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417957_S01_GE1_107_Sep09_1_4.txt,GSM2266668,Probable AD 32,AD,14113,0,0,-0.02311383804301,1.12243282116709,-4.288971,-0.67225266,-0.06463909,0.51362514,10.720623,1.1858778,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417957_S01_GE1_107_Sep09_2_1.txt,GSM2266669,Probable AD 33,AD,14113,0,0,-0.0231138378093956,0.977345101481521,-4.8548574,-0.564734,-0.05339098,0.4710102,7.6874237,1.0357442,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417957_S01_GE1_107_Sep09_2_2.txt,GSM2266670,Probable AD 34,AD,14113,0,0,-0.0231138376901438,0.992520615876268,-4.57095,-0.5866194,-0.04197359,0.4883542,10.777093,1.0749736,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417957_S01_GE1_107_Sep09_2_3.txt,GSM2266671,Probable AD 35,AD,14113,0,0,-0.0231138379350244,0.985286387655848,-4.8453803,-0.59008837,-0.018295288,0.4999752,7.2139564,1.09006357,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417957_S01_GE1_107_Sep09_2_4.txt,GSM2266672,Probable AD 36,AD,14113,0,0,-0.0231138380013463,1.26479965094828,-5.2906394,-0.85042477,0.04325819,0.90178347,5.95667,1.75220824,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417959_S01_GE1_107_Sep09_1_1.txt,GSM2266673,Non-demented control 28,Control,14113,0,0,-0.0231138379431021,1.20156660268948,-4.897565,-0.7776904,0.058594704,0.76489925,12.001805,1.54258965,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417959_S01_GE1_107_Sep09_1_2.txt,GSM2266674,Non-demented control 29,Control,14113,0,0,-0.0231138377055906,1.07059633701097,-4.451017,-0.6515198,-0.004164696,0.6033063,7.265271,1.2548261,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417959_S01_GE1_107_Sep09_1_3.txt,GSM2266675,Non-demented control 30,Control,14113,0,0,-0.0231138381847942,1.02014310555782,-5.457509,-0.6211271,-0.010257721,0.529819,7.2560306,1.1509461,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417959_S01_GE1_107_Sep09_2_1.txt,GSM2266676,Non-demented control 31,Control,14113,0,0,-0.0231138381485156,0.993272132380574,-4.226885,-0.58586454,-0.046257973,0.47719955,7.1085305,1.06306409,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417959_S01_GE1_107_Sep09_2_2.txt,GSM2266677,Probable AD 37,AD,14113,0,0,-0.0231138380851697,1.01084313288518,-4.9114623,-0.60909605,-0.017959595,0.52035236,8.138573,1.12944841,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417959_S01_GE1_107_Sep09_2_3.txt,GSM2266678,Probable AD 38,AD,14113,0,0,-0.0231138384259902,1.06067314273046,-4.0073266,-0.63362503,-0.03257084,0.5339718,6.8770943,1.16759683,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417959_S01_GE1_107_Sep09_2_4.txt,GSM2266679,Non-demented control 32,Control,14113,0,0,-0.0231138382351732,1.16663679662439,-5.104149,-0.69467735,-0.053924084,0.5585327,9.520131,1.25321005,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417519_S01_GE1_107_Sep09_1_1.txt,GSM2266680,Non-demented control 33,Control,14113,0,0,-0.0231138380656133,0.652858952628457,-5.5215235,-0.3656025,0.020031452,0.38542128,3.783842,0.75102378,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417519_S01_GE1_107_Sep09_1_2.txt,GSM2266681,Non-demented control 34,Control,14113,0,0,-0.0231138383068802,0.755819390721802,-5.943296,-0.46747303,0.071100235,0.48404503,4.1511374,0.95151806,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417519_S01_GE1_107_Sep09_1_3.txt,GSM2266682,Non-demented control 35,Control,14113,0,0,-0.0231138380874371,0.968003980361371,-9.021315,-0.53128815,0.05954027,0.59093904,9.81785,1.12222719,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417519_S01_GE1_107_Sep09_1_4.txt,GSM2266683,Probable AD 39,AD,14113,0,0,-0.0231138384650322,0.643704781462384,-4.9568815,-0.36178637,0.071920395,0.4047804,6.308156,0.76656677,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417519_S01_GE1_107_Sep09_2_1.txt,GSM2266684,Probable AD 40,AD,14113,0,0,-0.0231138382991568,0.69958951126665,-4.6256104,-0.42399263,-0.055495262,0.3475294,3.5899277,0.77152203,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417519_S01_GE1_107_Sep09_2_3.txt,GSM2266685,Probable AD 41,AD,14113,0,0,-0.0231138386044781,0.732952914738822,-6.445689,-0.43843842,-0.005589485,0.41708994,3.823553,0.85552836,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417520_S01_GE1_107_Sep09_1_2.txt,GSM2266686,Probable AD 42,AD,14113,0,0,-0.0231138380661093,0.978154013515956,-4.3662233,-0.70573854,0.1566639,0.70171976,6.7002754,1.4074583,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417520_S01_GE1_107_Sep09_1_4.txt,GSM2266687,Probable AD 43,AD,14113,0,0,-0.0231138381752285,1.2552274254454,-6.474168,-0.77301216,-0.097026825,0.60750294,7.786167,1.3805151,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417520_S01_GE1_107_Sep09_2_2.txt,GSM2266688,Non-demented control 36,Control,14113,0,0,-0.0231138381918798,1.02804568885957,-6.3408995,-0.5939336,-0.054723263,0.48021793,7.2997565,1.07415153,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417520_S01_GE1_107_Sep09_2_4.txt,GSM2266689,Probable AD 44,AD,14113,0,0,-0.0231138379946858,1.43239755540921,-5.0689354,-1.1360435,-0.10467148,1.1054163,6.422516,2.2414598,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417521_S01_GE1_107_Sep09_1_2.txt,GSM2266690,Non-demented control 37,Control,14113,0,0,-0.0231138375774818,1.15263765819901,-4.550653,-0.7255974,-0.072216034,0.56088066,7.957833,1.28647806,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417521_S01_GE1_107_Sep09_2_3.txt,GSM2266691,Non-demented control 38,Control,14113,0,0,-0.023113837840856,1.11413981473784,-3.9301872,-0.701046,-0.095998764,0.5448694,7.321329,1.2459154,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417521_S01_GE1_107_Sep09_2_4.txt,GSM2266692,Probable AD 45,AD,14113,0,0,-0.0231138375068377,1.63671607110503,-6.8018303,-1.1215973,-0.016613483,1.0353537,7.803266,2.156951,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417918_S01_GE1_107_Sep09_1_1.txt,GSM2266693,Probable AD 46,AD,14113,0,0,-0.023113837776093,1.50772023966414,-5.3403196,-1.0652256,-0.18706226,0.91780376,7.784684,1.98302936,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417918_S01_GE1_107_Sep09_1_3.txt,GSM2266694,Non-demented control 39,Control,14113,0,0,-0.0231138383505279,1.27808403959562,-5.0494876,-0.829227,-0.07777691,0.6898422,8.231665,1.5190692,0.700824544627477,0.739185284892707,pass
GSE85426,US81403231_252800417918_S01_GE1_107_Sep09_1_4.txt,GSM2266695,Non-demented control 40,Control,14113,0,0,-0.0231138378981081,1.06319402078107,-4.003169,-0.6234679,-0.036436558,0.5288906,7.871732,1.1523585,0.700824544627477,0.739185284892707,pass
