dataset_accession,expression_column,sample_geo_accession,sample_title,diagnosis_clean,n_features,missing_values,missing_fraction,mean,sd,min,q1,median,q3,max,iqr,median_mad_z,iqr_mad_z,qc_flag
GSE63060,4856076042_L,GSM1539235,4856076042_L,AD,38322,0,0,7.91215203948638,0.958720441197416,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856050003_A,GSM1539236,4856050003_A,AD,38322,0,0,7.91215432850712,0.958719325365709,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856050003_K,GSM1539237,4856050003_K,AD,38322,0,0,7.91215208558572,0.958720420712823,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856050007_C,GSM1539238,4856050007_C,AD,38322,0,0,7.91215065284951,0.958721015152069,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856050007_H,GSM1539239,4856050007_H,AD,38322,0,0,7.91215223523733,0.958720353852967,7.20448891,7.450962738,7.5432298705,7.85378973725,15.04978951,0.402826999249999,0,0.717617007568958,pass
GSE63060,4856050007_L,GSM1539240,4856050007_L,AD,38322,0,0,7.91215340044431,0.958719802966433,7.20448891,7.450974448,7.5432298705,7.8537799,15.04978951,0.402805451999999,0,0.717617007568958,pass
GSE63060,4856050008_A,GSM1539241,4856050008_A,AD,38322,0,0,7.91215097524892,0.958720888526711,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856050008_C,GSM1539242,4856050008_C,AD,38322,0,0,7.91215291460469,0.958720039214163,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856050009_C,GSM1539243,4856050009_C,AD,38322,0,0,7.91215207117387,0.958720427109644,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856050009_F,GSM1539244,4856050009_F,AD,38322,0,0,7.91215199471387,0.958720460865012,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856050046_C,GSM1539245,4856050046_C,AD,38322,0,0,7.91215301470617,0.958719991346383,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856050047_G,GSM1539246,4856050047_G,AD,38322,0,0,7.9121525830965,0.958720195112788,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856050048_G,GSM1539247,4856050048_G,AD,38322,0,0,7.9121539732068,0.958719512273398,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856050058_A,GSM1539248,4856050058_A,AD,38322,0,0,7.91215481023464,0.958719063830235,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856050058_F,GSM1539249,4856050058_F,AD,38322,0,0,7.91215297625967,0.958720009809131,7.20448891,7.45096596975,7.54322987,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856050058_H,GSM1539250,4856050058_H,AD,38322,0,0,7.91215476317113,0.958719089826078,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856050059_D,GSM1539251,4856050059_D,AD,38322,0,0,7.91215332229993,0.95871984162259,7.20448891,7.450971181,7.5432298705,7.85378973725,15.04978951,0.40281855625,0,0.717617007568958,pass
GSE63060,4856050059_J,GSM1539252,4856050059_J,AD,38322,0,0,7.91215381491879,0.958719593724138,7.20448891,7.450976393,7.5432298705,7.85378973725,15.04978951,0.402813344249999,0,0.717617007568958,pass
GSE63060,4856076002_K,GSM1539253,4856076002_K,AD,38322,0,0,7.9121525921567,0.958720190888149,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076003_C,GSM1539254,4856076003_C,AD,38322,0,0,7.91215485287334,0.95871904029455,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856076003_E,GSM1539255,4856076003_E,AD,38322,0,0,7.91215300064822,0.958719998130412,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076003_I,GSM1539256,4856076003_I,AD,38322,0,0,7.9121499055017,0.958721292662492,7.20448891,7.450968147,7.54321732,7.85378973725,15.04978951,0.402821590249999,0,0.717617007568958,pass
GSE63060,4856076007_B,GSM1539257,4856076007_B,AD,38322,0,0,7.91215256450788,0.958720203716118,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076007_E,GSM1539258,4856076007_E,AD,38322,0,0,7.91215332054037,0.95871984249084,7.20448891,7.450971181,7.5432298705,7.85378973725,15.04978951,0.40281855625,0,0.717617007568958,pass
GSE63060,4856076007_L,GSM1539259,4856076007_L,AD,38322,0,0,7.9121537537504,0.958719625205532,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856076008_F,GSM1539260,4856076008_F,AD,38322,0,0,7.91215219867217,0.958720370307276,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076009_B,GSM1539261,4856076009_B,AD,38322,0,0,7.91215300596177,0.958719995574614,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076009_F,GSM1539262,4856076009_F,AD,38322,0,0,7.91215410865018,0.95871944164385,7.20448891,7.450976393,7.5432298705,7.85378973725,15.04978951,0.402813344249999,0,0.717617007568958,pass
GSE63060,4856076017_H,GSM1539263,4856076017_H,AD,38322,0,0,7.91215341611268,0.95871979519938,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856076017_I,GSM1539264,4856076017_I,AD,38322,0,0,7.91215260387723,0.958720185469644,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076017_J,GSM1539265,4856076017_J,AD,38322,0,0,7.91215374500498,0.958719629684859,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856076017_L,GSM1539266,4856076017_L,AD,38322,0,0,7.91215290065119,0.958720045927974,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076018_I,GSM1539267,4856076018_I,AD,38322,0,0,7.91215403180727,0.958719481821,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856076019_A,GSM1539268,4856076019_A,AD,38322,0,0,7.91215427893367,0.958719351747232,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856076019_C,GSM1539269,4856076019_C,AD,38322,0,0,7.91215410663259,0.958719442670418,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856076019_D,GSM1539270,4856076019_D,AD,38322,0,0,7.91215470901845,0.958719119569792,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856076019_I,GSM1539271,4856076019_I,AD,38322,0,0,7.9121511496793,0.958720818319274,7.20448891,7.45096596975,7.5432330615,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076022_I,GSM1539272,4856076022_I,AD,38322,0,0,7.91215282062533,0.958720083902118,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076023_C,GSM1539273,4856076023_C,AD,38322,0,0,7.91215570418303,0.958718554047285,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856076023_E,GSM1539274,4856076023_E,AD,38322,0,0,7.91215106180742,0.958720853845956,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076025_E,GSM1539275,4856076025_E,AD,38322,0,0,7.912154318686,0.958719330614344,7.20448891,7.450975481,7.5432298705,7.85378973725,15.04978951,0.402814256249999,0,0.717617007568958,pass
GSE63060,4856076026_E,GSM1539276,4856076026_E,AD,38322,0,0,7.91215153608079,0.958720658373256,7.20448891,7.45096596975,7.5432330615,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076028_E,GSM1539277,4856076028_E,AD,38322,0,0,7.91215232453601,0.958720313591751,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076028_F,GSM1539278,4856076028_F,AD,38322,0,0,7.91215193988696,0.958720484907415,7.20448891,7.45096694225,7.5432298705,7.85378973725,15.04978951,0.402822795,0,0.717617007568958,pass
GSE63060,4856076028_J,GSM1539279,4856076028_J,AD,38322,0,0,7.9121516483527,0.958720610814273,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076029_B,GSM1539280,4856076029_B,AD,38322,0,0,7.91215300551106,0.958719995694881,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076029_E,GSM1539281,4856076029_E,AD,38322,0,0,7.91215352821411,0.958719739288201,7.20448891,7.450976393,7.5432298705,7.85378973725,15.04978951,0.402813344249999,0,0.717617007568958,pass
GSE63060,4856076029_H,GSM1539282,4856076029_H,AD,38322,0,0,7.91215291702367,0.958720038134675,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076029_K,GSM1539283,4856076029_K,AD,38322,0,0,7.91215243910407,0.958720261438106,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076030_H,GSM1539284,4856076030_H,AD,38322,0,0,7.91214891924054,0.958721624387796,7.20448891,7.45096596975,7.54321732,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076030_J,GSM1539285,4856076030_J,AD,38322,0,0,7.91215312360104,0.958719938772711,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856076038_F,GSM1539286,4856076038_F,AD,38322,0,0,7.9121519209393,0.958720493188854,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076040_I,GSM1539287,4856076040_I,AD,38322,0,0,7.91215200452309,0.958720456511937,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076040_J,GSM1539288,4856076040_J,AD,38322,0,0,7.91215067979252,0.958721004742678,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076041_C,GSM1539289,4856076041_C,AD,38322,0,0,7.91215169123141,0.958720592499466,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856050003_J,GSM1539290,4856050003_J,AD,38322,0,0,7.9121544986431,0.958719234053039,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856050007_G,GSM1539291,4856050007_G,AD,38322,0,0,7.9121537526549,0.958719625692184,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856050008_B,GSM1539292,4856050008_B,AD,38322,0,0,7.91215512211565,0.958718889664599,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856050008_E,GSM1539293,4856050008_E,AD,38322,0,0,7.91215450860751,0.958719228708284,7.20448891,7.450971181,7.5432298705,7.85378973725,15.04978951,0.40281855625,0,0.717617007568958,pass
GSE63060,4856050008_K,GSM1539294,4856050008_K,AD,38322,0,0,7.91215140336183,0.95872071399745,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856050009_G,GSM1539295,4856050009_G,AD,38322,0,0,7.91215668203886,0.958717959762535,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856050046_E,GSM1539296,4856050046_E,AD,38322,0,0,7.91215398138393,0.958719508018491,7.20448891,7.450976393,7.54322661,7.85378973725,15.04978951,0.402813344249999,0,0.717617007568958,pass
GSE63060,4856050047_L,GSM1539297,4856050047_L,AD,38322,0,0,7.91215448055934,0.958719243796295,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856050048_A,GSM1539298,4856050048_A,AD,38322,0,0,7.91215321388422,0.958719894862737,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856050048_F,GSM1539299,4856050048_F,AD,38322,0,0,7.91215215668478,0.958720389086598,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856050048_I,GSM1539300,4856050048_I,AD,38322,0,0,7.91215311104347,0.958719944865605,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856050058_C,GSM1539301,4856050058_C,AD,38322,0,0,7.91215202673699,0.958720446721791,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856050058_I,GSM1539302,4856050058_I,AD,38322,0,0,7.91215361475416,0.958719695751193,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856050059_H,GSM1539303,4856050059_H,AD,38322,0,0,7.91215470808491,0.958719120092892,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856076002_A,GSM1539304,4856076002_A,AD,38322,0,0,7.91215227716087,0.958720335014918,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076007_C,GSM1539305,4856076007_C,AD,38322,0,0,7.91215531522961,0.958718779781765,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856076008_D,GSM1539306,4856076008_D,AD,38322,0,0,7.91215241370902,0.958720273023944,7.20448891,7.450968147,7.5432298705,7.85378973725,15.04978951,0.402821590249999,0,0.717617007568958,pass
GSE63060,4856076008_G,GSM1539307,4856076008_G,AD,38322,0,0,7.9121535799559,0.958719713287913,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856076008_I,GSM1539308,4856076008_I,AD,38322,0,0,7.91215429709159,0.958719342100735,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856076008_L,GSM1539309,4856076008_L,AD,38322,0,0,7.9121531593976,0.958719921403694,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856076009_K,GSM1539310,4856076009_K,AD,38322,0,0,7.91215280114595,0.958720093132838,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076017_A,GSM1539311,4856076017_A,AD,38322,0,0,7.9121537755739,0.958719614047304,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856076017_K,GSM1539312,4856076017_K,AD,38322,0,0,7.91215376921698,0.958719617293137,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856076018_A,GSM1539313,4856076018_A,AD,38322,0,0,7.91214830794147,0.958721810969167,7.20448891,7.45096596975,7.54321732,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076019_J,GSM1539314,4856076019_J,AD,38322,0,0,7.91215126650733,0.958720770589234,7.20448891,7.45096596975,7.54322987,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076019_L,GSM1539315,4856076019_L,AD,38322,0,0,7.91215122766795,0.958720786513597,7.20448891,7.45096596975,7.5432330615,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076022_C,GSM1539316,4856076022_C,AD,38322,0,0,7.91215412376063,0.958719433697972,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856076023_A,GSM1539317,4856076023_A,AD,38322,0,0,7.912155672339,0.958718572748703,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856076023_K,GSM1539318,4856076023_K,AD,38322,0,0,7.91215101575578,0.95872087235171,7.20448891,7.450968147,7.5432298705,7.85378973725,15.04978951,0.402821590249999,0,0.717617007568958,pass
GSE63060,4856076025_C,GSM1539319,4856076025_C,AD,38322,0,0,7.91215197061067,0.958720471459876,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076027_C,GSM1539320,4856076027_C,AD,38322,0,0,7.91215430367418,0.95871933860529,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856076028_A,GSM1539321,4856076028_A,AD,38322,0,0,7.91215146257053,0.958720689288641,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076028_B,GSM1539322,4856076028_B,AD,38322,0,0,7.91214814149885,0.958721859130037,7.20448891,7.45096596975,7.54321732,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076028_G,GSM1539323,4856076028_G,AD,38322,0,0,7.91215287357252,0.958720058808877,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076029_F,GSM1539324,4856076029_F,AD,38322,0,0,7.91214947507513,0.958721442322599,7.20448891,7.45096596975,7.54321732,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076038_B,GSM1539325,4856076038_B,AD,38322,0,0,7.91215209760769,0.958720415388387,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076038_K,GSM1539326,4856076038_K,AD,38322,0,0,7.91215321769623,0.95871989295919,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856076040_L,GSM1539327,4856076040_L,AD,38322,0,0,7.91215100101631,0.958720878242381,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076041_E,GSM1539328,4856076041_E,AD,38322,0,0,7.91215294343228,0.958720025535293,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076041_F,GSM1539329,4856076041_F,AD,38322,0,0,7.9121545009035,0.958719232859222,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856076041_G,GSM1539330,4856076041_G,AD,38322,0,0,7.91215349466387,0.958719756045175,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856076042_A,GSM1539331,4856076042_A,Control,38322,0,0,7.91215002524172,0.958721249694148,7.20448891,7.45096694225,7.54321732,7.85378973725,15.04978951,0.402822795,0,0.717617007568958,pass
GSE63060,4856076042_B,GSM1539332,4856076042_B,Control,38322,0,0,7.91214585772332,0.958722407717652,7.20448891,7.45096596975,7.54321732,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856050003_B,GSM1539333,4856050003_B,Control,38322,0,0,7.91214854221267,0.958721741361471,7.20448891,7.45096596975,7.54321732,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856050003_L,GSM1539334,4856050003_L,Control,38322,0,0,7.91215319040522,0.958719906263658,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856050007_F,GSM1539335,4856050007_F,Control,38322,0,0,7.91215738391355,0.958717509504521,7.20448891,7.450974448,7.54322661,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856050008_D,GSM1539336,4856050008_D,Control,38322,0,0,7.9121507453158,0.958720979263958,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856050008_F,GSM1539337,4856050008_F,Control,38322,0,0,7.91215429643573,0.958719342453396,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856050009_A,GSM1539338,4856050009_A,Control,38322,0,0,7.91215468893818,0.958719130576257,7.20448891,7.450971181,7.5432298705,7.85378973725,15.04978951,0.40281855625,0,0.717617007568958,pass
GSE63060,4856050009_D,GSM1539339,4856050009_D,Control,38322,0,0,7.91215133417384,0.958720742694736,7.20448891,7.450968147,7.5432298705,7.85378973725,15.04978951,0.402821590249999,0,0.717617007568958,pass
GSE63060,4856050046_A,GSM1539340,4856050046_A,Control,38322,0,0,7.91215634046501,0.958718171710892,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856050058_B,GSM1539341,4856050058_B,Control,38322,0,0,7.91215298943591,0.958720003504574,7.20448891,7.45096596975,7.5432298705,7.8537799,15.04978951,0.40281393025,0,0.717617007568958,pass
GSE63060,4856050059_G,GSM1539342,4856050059_G,Control,38322,0,0,7.9121545210144,0.958719221984617,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856050059_K,GSM1539343,4856050059_K,Control,38322,0,0,7.91215108845436,0.958720843097085,7.20448891,7.45096694225,7.5432298705,7.85378973725,15.04978951,0.402822795,0,0.717617007568958,pass
GSE63060,4856076002_J,GSM1539344,4856076002_J,Control,38322,0,0,7.91215214519467,0.958720394206773,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076003_J,GSM1539345,4856076003_J,Control,38322,0,0,7.91215193199716,0.958720488374873,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076003_K,GSM1539346,4856076003_K,Control,38322,0,0,7.91215345049282,0.958719777539148,7.20448891,7.450976393,7.5432298705,7.85378973725,15.04978951,0.402813344249999,0,0.717617007568958,pass
GSE63060,4856076007_D,GSM1539347,4856076007_D,Control,38322,0,0,7.91215033487302,0.958721135941999,7.20448891,7.45096596975,7.54321732,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076007_K,GSM1539348,4856076007_K,Control,38322,0,0,7.91215421644178,0.958719384841236,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856076009_C,GSM1539349,4856076009_C,Control,38322,0,0,7.91215374055232,0.95871963193325,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856076009_H,GSM1539350,4856076009_H,Control,38322,0,0,7.91215174949423,0.958720567512898,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076018_D,GSM1539351,4856076018_D,Control,38322,0,0,7.91215067047879,0.958721008321423,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076018_E,GSM1539352,4856076018_E,Control,38322,0,0,7.91215355496334,0.958719725847614,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856076019_K,GSM1539353,4856076019_K,Control,38322,0,0,7.91215186775547,0.958720516345923,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076022_E,GSM1539354,4856076022_E,Control,38322,0,0,7.91215461842665,0.958719169077158,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856076022_G,GSM1539355,4856076022_G,Control,38322,0,0,7.9121547794636,0.95871908084817,7.20448891,7.450974448,7.54322987,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856076022_J,GSM1539356,4856076022_J,Control,38322,0,0,7.91215495966719,0.958718980893618,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856076022_L,GSM1539357,4856076022_L,Control,38322,0,0,7.91215335271492,0.958719826607208,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856076026_A,GSM1539358,4856076026_A,Control,38322,0,0,7.91215185378579,0.95872052245965,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076026_B,GSM1539359,4856076026_B,Control,38322,0,0,7.91215185297912,0.958720522758341,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076026_D,GSM1539360,4856076026_D,Control,38322,0,0,7.91215207172379,0.958720426861065,7.20448891,7.45096596975,7.5432298705,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076026_L,GSM1539361,4856076026_L,Control,38322,0,0,7.91215404217546,0.958719476398895,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856076028_H,GSM1539362,4856076028_H,Control,38322,0,0,7.91215529791404,0.958718789714272,7.20448891,7.450974448,7.5432298705,7.85378973725,15.04978951,0.402815289249999,0,0.717617007568958,pass
GSE63060,4856076029_C,GSM1539363,4856076029_C,Control,38322,0,0,7.91215398513849,0.958719506094342,7.20448891,7.450976393,7.5432298705,7.85378973725,15.04978951,0.402813344249999,0,0.717617007568958,pass
GSE63060,4856076030_G,GSM1539364,4856076030_G,Control,38322,0,0,7.91214812415018,0.958721864077885,7.20448891,7.45096596975,7.54321732,7.85378973725,15.04978951,0.4028237675,0,0.717617007568958,pass
GSE63060,4856076038_A,GSM1539365,4856076038_A,Control,38322,0,0,7.91215249259838,0.958720236881052,7.20448891,7.450962738,7.5432298705,7.85378973725,15.04978951,0.402826999249999,0,0.717617007568958,pass
