dataset_accession,gene_id,gene_symbol,s3_rank,s3_logFC,validation_logFC,validation_P.Value,validation_adj.P.Val,direction_concordant,nominal_concordant,fdr_concordant,auc_oriented,s3_adj.P.Val,s3_P.Value,validation_AveExpr,validation_t,validation_B,mapped,auc_ge_060
GSE140829,93081,TEX30,308,-0.38506389188835,-0.00982993596547537,0.480096447479536,0.819799438868607,TRUE,FALSE,FALSE,0.517798068016409,2.65635983915627e-05,4.54025284339898e-07,7.46997928929266,-0.706794836656334,-6.62242733745584,TRUE,FALSE
GSE140829,100287171,WASH1,309,0.203207736728879,,,,FALSE,FALSE,FALSE,,2.66397477235853e-05,4.56067338460394e-07,,,,FALSE,
GSE140829,80162,PGGHG,310,0.373784300429929,0.100040482825779,0.0371164774516105,0.365240390906934,TRUE,TRUE,FALSE,0.559856203961008,2.761952819536e-05,4.76397581992927e-07,10.051565203808,2.09131248802329,-4.71268352887637,TRUE,FALSE
GSE140829,6124,RPL4,311,-0.310680544495576,-0.0889151605013402,0.00959204457363485,0.228597553246009,TRUE,TRUE,FALSE,0.574368135503507,2.91947229224979e-05,5.0509110426429e-07,12.1399391522322,-2.60245867098857,-3.5390195097897,TRUE,FALSE
GSE140829,65056,GPBP1,312,-0.261081018092225,-0.0281186739877221,0.379744361913069,0.768313134787336,TRUE,FALSE,FALSE,0.530236866481408,2.95334478089702e-05,5.1249263590014e-07,9.23484241993601,-0.879319536735986,-6.48693356012776,TRUE,FALSE
GSE140829,3101,HK3,313,0.245696241059703,0.118798135176929,0.000277513888646653,0.0561596776935954,TRUE,TRUE,FALSE,0.598584094217282,3.0094704097377e-05,5.23017403289313e-07,10.0395272331297,3.66727135738668,-0.308827441640605,TRUE,FALSE
GSE140829,64926,RASAL3,314,0.222560295597966,0.0199005880280657,0.483608778140805,0.822058633420969,TRUE,FALSE,FALSE,0.52650963786335,3.03989740089953e-05,5.29891828140725e-07,11.3072867375768,0.701148952780781,-6.62636466627277,TRUE,FALSE
GSE140829,3687,ITGAX,315,0.320163921979126,0.0715268008023749,0.0537761436820548,0.40805372442122,TRUE,FALSE,FALSE,0.54653522120771,3.23634704644709e-05,5.71736065561475e-07,10.9008307195168,1.93421499836622,-5.02319343856371,TRUE,FALSE
GSE140829,53938,PPIL3,316,-0.292044276039224,-0.00731155086490354,0.868902339016926,0.963786824889004,TRUE,FALSE,FALSE,0.510409774601914,3.27105332447369e-05,5.79574450007212e-07,9.35157645940702,-0.165156577696402,-6.85649153798924,TRUE,FALSE
GSE140829,7555,CNBP,317,-0.26430790892704,-0.0287937731386756,0.363007164414355,0.75736446927442,TRUE,FALSE,FALSE,0.516033699439813,3.39134010330147e-05,6.05524833864065e-07,10.8982343247973,-0.910667124682429,-6.45916132319901,TRUE,FALSE
GSE140829,11224,RPL35,318,-0.362873555539964,-0.103815859301536,0.0106229653440786,0.235862709758062,TRUE,TRUE,FALSE,0.566384367694411,3.44283038148994e-05,6.1719755547299e-07,12.0466790037953,-2.56666887307949,-3.62927661621984,TRUE,FALSE
GSE140829,805,CALM2,319,-0.287290184190088,-0.0327301013349413,0.313769532615292,0.720843609733217,TRUE,FALSE,FALSE,0.530744122447179,3.79279045585897e-05,6.93791062459459e-07,12.0803723430619,-1.00858597800249,-6.3661737631856,TRUE,FALSE
GSE140829,6191,RPS4X,320,-0.272774250806574,-0.0839113108314592,0.000630161314770485,0.0831793221916913,TRUE,TRUE,FALSE,0.580543425521591,4.32767888724123e-05,8.06315621703001e-07,12.882021610745,-3.44497911638724,-1.06909852535263,TRUE,FALSE
GSE140829,55863,TMEM126B,321,-0.225632613599284,-0.0475002699828492,0.33550268251032,0.737812364577248,TRUE,FALSE,FALSE,0.524921706144414,4.52413128812939e-05,8.53542853013295e-07,8.99805505728948,-0.964225384821632,-6.4094705262097,TRUE,FALSE
GSE140829,50807,ASAP1,322,0.243653747960617,0.0711758154758616,0.0691780144538966,0.443891483242621,TRUE,FALSE,FALSE,0.552732565833003,4.65399331774513e-05,8.81954171215446e-07,11.0609052318558,1.8220469447931,-5.23033566641234,TRUE,FALSE
GSE140829,5293,PIK3CD,323,0.220318214965185,0.0543613304891309,0.064512084665084,0.433499181862372,TRUE,FALSE,FALSE,0.550130122182524,4.65399331774513e-05,8.82900981681726e-07,10.7005123626553,1.85362912048134,-5.17324235343669,TRUE,FALSE
GSE140829,728554,LOC728554,324,-0.249044200364345,,,,FALSE,FALSE,FALSE,,4.65837031092127e-05,8.86162506304892e-07,,,,FALSE,
GSE140829,6156,RPL30,325,-0.318995890198392,-0.0788180459486789,0.0176669717231346,0.287619019284881,TRUE,TRUE,FALSE,0.562745357505183,4.92562408199073e-05,9.44714185132088e-07,13.3105206347044,-2.38217522473896,-4.07531312334832,TRUE,FALSE
GSE140829,509,ATP5C1,326,-0.320842611116409,-0.0540815168577613,0.140593135095376,0.549685118799161,TRUE,FALSE,FALSE,0.546491111993295,5.03075793363887e-05,9.66191179781382e-07,8.69423028320274,-1.4764480472075,-5.79185325609346,TRUE,FALSE
GSE140829,404093,CUEDC1,327,0.235158710519202,,,,FALSE,FALSE,FALSE,,5.13489921230942e-05,9.88872088796084e-07,,,,FALSE,
GSE140829,27436,EML4,328,-0.207641386665667,-0.0516547507131564,0.0467740094397626,0.391096280812492,TRUE,TRUE,FALSE,0.550152176789731,5.21644473951597e-05,1.0086596607644e-06,9.91405802314291,-1.99437897335459,-4.90708400993069,TRUE,FALSE
GSE140829,10576,CCT2,329,-0.253904612593364,-0.0482221124261329,0.0738635395021905,0.451920034134843,TRUE,FALSE,FALSE,0.544307705879758,5.35972717325977e-05,1.04615519169101e-06,9.15180264641216,-1.79205275548366,-5.28366457670037,TRUE,FALSE
GSE140829,51522,TMEM14C,330,-0.232499298835241,-0.0388653494159378,0.316023569307321,0.722722518904688,TRUE,FALSE,FALSE,0.527413876758855,5.89849575277e-05,1.16516916780097e-06,9.73083224085318,-1.00389333933826,-6.37084550975027,TRUE,FALSE
GSE140829,5110,PCMT1,331,-0.274682410603371,-0.0171223644716586,0.619587105191371,0.884198179797065,TRUE,FALSE,FALSE,0.517665740373164,5.96978327869943e-05,1.18098192907008e-06,10.1797895487342,-0.496814058171186,-6.7476493177877,TRUE,FALSE
GSE140829,10294,DNAJA2,332,-0.212303770910407,-0.00876577194351821,0.742157022568043,0.929055417514322,TRUE,FALSE,FALSE,0.520819549203829,6.55292173666599e-05,1.32009174383021e-06,9.52164130993392,-0.32922119536345,-6.81627386066285,TRUE,FALSE
GSE140829,92799,SHKBP1,333,0.273876327811778,0.0479040276603382,0.213283128325283,0.635437452951231,TRUE,FALSE,FALSE,0.537426668431035,6.69475037756461e-05,1.35215719227468e-06,9.39612596318631,1.24653049918799,-6.1009066971344,TRUE,FALSE
GSE140829,5687,PSMA6,334,-0.339291682791088,-0.0216667850206748,0.701022034223935,0.917114185550736,TRUE,FALSE,FALSE,0.5213268051696,7.37197920457935e-05,1.5139469845008e-06,10.4286502877323,-0.384210597462644,-6.79682428985013,TRUE,FALSE
GSE140829,55573,CDV3,335,-0.241955979944238,-0.0212075054461588,0.411924303762426,0.783683374528428,TRUE,FALSE,FALSE,0.523664593533589,7.53122027235253e-05,1.55254527821056e-06,9.73236251960029,-0.821351974979568,-6.53573641795421,TRUE,FALSE
GSE140829,10347,ABCA7,336,0.248875211078332,0.051672511615988,0.125650827884319,0.534803614610704,TRUE,FALSE,FALSE,0.530898504697631,7.60070407759366e-05,1.5702727306427e-06,9.09631466907642,1.53461806306606,-5.70547411008811,TRUE,FALSE
GSE140829,10600,USP16,337,-0.208576930288716,-0.0117770542814899,0.476755049661087,0.817974133819682,TRUE,FALSE,FALSE,0.515857262582153,7.60264358654409e-05,1.57322069937098e-06,8.55760110169539,-0.712186971186246,-6.61863756081763,TRUE,FALSE
GSE140829,9170,LPAR2,338,0.254910776259708,0.074996724506571,0.0216199330872195,0.308055142839017,TRUE,TRUE,FALSE,0.556922941202417,7.75692460190149e-05,1.60717032876932e-06,10.9332818106065,2.30582378945259,-4.25044380220053,TRUE,FALSE
GSE140829,57665,RDH14,339,-0.232262025119808,-0.0248018680768472,0.44979733589353,0.804712400283109,TRUE,FALSE,FALSE,0.516739446870451,8.18170768538582e-05,1.71012678252545e-06,8.68880468988056,-0.756479380591307,-6.58642022962168,TRUE,FALSE
GSE140829,64422,ATG3,340,-0.253988366358622,-0.0137179164878317,0.679401585523604,0.908411370281969,TRUE,FALSE,FALSE,0.513695911075824,8.27235790202338e-05,1.73123298299221e-06,10.1433555381277,-0.413575767602288,-6.78521076401663,TRUE,FALSE
GSE140829,27439,CECR6,341,0.223388817846505,0.108431117896653,0.00132129583158589,0.111137028276901,TRUE,TRUE,FALSE,0.586145295752283,8.49428378969218e-05,1.78411215632968e-06,8.43130173941067,3.23365948926556,-1.75022115286638,TRUE,FALSE
GSE140829,10023,FRAT1,342,0.205665924346742,0.0524982623089947,0.0691250337542646,0.443891483242621,TRUE,FALSE,FALSE,0.540646641083322,8.59250257242157e-05,1.80720136563117e-06,8.99710949270715,1.82239554132399,-5.22971075100203,TRUE,FALSE
GSE140829,1345,COX6C,343,-0.232371281221419,-0.0906762884523008,0.107172660559007,0.509931346534777,TRUE,FALSE,FALSE,0.55870936438622,8.73408195398787e-05,1.84970163423998e-06,9.84490037951377,-1.61458076431116,-5.58135198446043,TRUE,FALSE
GSE140829,8408,ULK1,344,0.215253298779339,0.0731685298484004,0.00917052616362483,0.224729897326094,TRUE,TRUE,FALSE,0.562370429182656,9.05016456988943e-05,1.95069044797471e-06,11.0326057642594,2.61809219613959,-3.49921453029296,TRUE,FALSE
GSE140829,6171,RPL41,345,-0.416655124301412,-0.0648882720153528,0.0342286095502318,0.357475140607209,TRUE,TRUE,FALSE,0.551299016364519,9.33845429314547e-05,2.03232369930675e-06,13.8584029467,-2.12448788824609,-4.64407637080585,TRUE,FALSE
GSE140829,54518,APBB1IP,346,0.225429286241482,0.0716067968817899,0.0483964461512682,0.393365908875411,TRUE,TRUE,FALSE,0.556084866128534,9.83899024264913e-05,2.15922728304053e-06,11.4156803212513,1.97979535857921,-4.93554900316762,TRUE,FALSE
GSE140829,23405,DICER1,347,0.203230005696652,0.0124600302888537,0.627992567487421,0.886900669322376,TRUE,FALSE,FALSE,0.495875788452208,0.000101436449697203,2.23932040195797e-06,9.31949363648973,0.484920188729462,-6.75343659772546,TRUE,FALSE
GSE140829,200942,KLHDC8B,348,0.216409505469907,0.0641236119936123,0.0563407700623138,0.414507344153856,TRUE,FALSE,FALSE,0.546601385029333,0.000101953319255555,2.25339130028326e-06,8.48836378550099,1.9138203994413,-5.06176040013158,TRUE,FALSE
GSE140829,7337,UBE3A,349,-0.201294144399804,-0.0152127732933845,0.639392895518607,0.891783823240195,TRUE,FALSE,FALSE,0.516210136297473,0.000107173022853098,2.39392796728387e-06,8.60078429235059,-0.468897266947286,-6.76101153109639,TRUE,FALSE
GSE140829,51643,TMBIM4,350,-0.236207683548251,0.0241920718708622,0.286297202159267,0.698037726234589,FALSE,FALSE,FALSE,0.466146177936571,0.000108464494260366,2.43126665021799e-06,11.8928639264299,1.0676743453566,-6.30549400764987,TRUE,FALSE
GSE140829,285172,FAM126B,351,0.249414725379585,0.0338907647688423,0.318465588085222,0.725774676652664,TRUE,FALSE,FALSE,0.512416743857792,0.000110042430013376,2.47525115264157e-06,9.00411541559097,0.998834166159594,-6.37585787396117,TRUE,FALSE
GSE140829,6235,RPS29,352,-0.268963764623321,-0.0485356960623907,0.106184318242929,0.509205446789017,TRUE,FALSE,FALSE,0.545013453310397,0.000130141047636854,2.99839886012481e-06,13.6474629190425,-1.61915680129609,-5.57406053650312,TRUE,FALSE
GSE140829,4689,NCF4,353,0.225286079582207,0.102468489451608,0.0145133254937635,0.265329625491377,TRUE,TRUE,FALSE,0.573419787393587,0.000130141047636854,2.9986573003325e-06,11.1220173665712,2.45476338694047,-3.90367307774356,TRUE,FALSE
GSE140829,34,ACADM,354,-0.208231008483491,-0.0436446143642664,0.194091922062049,0.615419983737798,TRUE,FALSE,FALSE,0.533037801596754,0.000130779193365543,3.02046822426915e-06,8.40022936796522,-1.30070465825645,-6.03274519666046,TRUE,FALSE
GSE140829,6650,CAPN15,355,0.201492563891384,0.0549621304277377,0.0443633905782413,0.38578652511287,TRUE,TRUE,FALSE,0.550482995897843,0.000130779193365543,3.0270117560471e-06,8.45798533744938,2.01685709782182,-4.86280901002974,TRUE,FALSE
GSE140829,2309,FOXO3,356,0.266551406571953,-0.00142681501465411,0.97298205579427,0.993850951078274,FALSE,FALSE,FALSE,0.49188390454766,0.000140968198546038,3.27756027619957e-06,11.6899489100596,-0.0338891770292203,-6.86944871678455,TRUE,FALSE
GSE140829,8649,LAMTOR3,357,-0.303016960204094,-0.00851589939452216,0.838904225190827,0.955715944425693,TRUE,FALSE,FALSE,0.510387719994707,0.000142596636289865,3.32286405215932e-06,9.08622368903315,-0.203424748587751,-6.84949714395545,TRUE,FALSE
GSE140829,1051,CEBPB,358,0.229418328498538,0.0634763171787815,0.00607074149313889,0.191804237649825,TRUE,TRUE,FALSE,0.574897446076485,0.000156534832834657,3.72526923295254e-06,13.0319813112321,2.75831069001097,-3.13191480307589,TRUE,FALSE
GSE140829,83939,EIF2A,359,-0.213003581662,0.0130157648720758,0.664489166688607,0.902922555088975,FALSE,FALSE,FALSE,0.499029597282872,0.000157268095026914,3.74682351546299e-06,8.57108702552178,0.434038746826079,-6.77661290456851,TRUE,FALSE
GSE140829,55629,PNRC2,360,-0.29789983818435,-0.0419322063248869,0.379614573645624,0.768313134787336,TRUE,FALSE,FALSE,0.530457412553482,0.000162108073671274,3.89597452771889e-06,9.810083769955,-0.879559285909103,-6.48672483256739,TRUE,FALSE
GSE140829,54529,ASNSD1,361,-0.27301702182182,-0.0526880377487104,0.198406824236373,0.62137950019733,TRUE,FALSE,FALSE,0.530655904018349,0.000176288894007082,4.28738712005116e-06,8.93545929495914,-1.28819370044102,-6.04874177306876,TRUE,FALSE
GSE140829,51380,CSAD,362,0.22961889328083,0.0109598671070823,0.671029368115191,0.905065933355062,TRUE,FALSE,FALSE,0.511534559569494,0.00018295958331061,4.47249514066695e-06,8.95858686425292,0.425042292502689,-6.78044400422521,TRUE,FALSE
GSE140829,9489,PGS1,363,0.200538093213489,0.0293044883555975,0.272909966049507,0.687950144883923,TRUE,FALSE,FALSE,0.530148648052578,0.000191035312042626,4.69088848786888e-06,10.2126922812313,1.0978635530039,-6.27316615159245,TRUE,FALSE
GSE140829,8673,VAMP8,364,-0.280404039032461,-0.0360696314572118,0.217867370633681,0.640287945218273,TRUE,FALSE,FALSE,0.528538661726435,0.000191686764079762,4.7118869517023e-06,11.0149525611562,-1.23411853899145,-6.11611825978041,TRUE,FALSE
GSE140829,5330,PLCB2,365,0.22031057219883,0.0664584927537109,0.0329164131625035,0.350929208389142,TRUE,TRUE,FALSE,0.55681266816638,0.000193239272607763,4.75509195942592e-06,10.5200453854141,2.14036166121043,-4.61087569423826,TRUE,FALSE
GSE140829,23524,SRRM2,366,0.202107400341049,0.0523621992078816,0.058667791825079,0.422667625831197,TRUE,FALSE,FALSE,0.547351241674386,0.000198726873039715,4.93161255312272e-06,10.8412982179008,1.89597597210237,-5.09517555411209,TRUE,FALSE
GSE140829,6778,STAT6,367,0.209947100604916,0.0320434966906833,0.345660943493009,0.744241551224081,TRUE,FALSE,FALSE,0.529156190728243,0.000205542561922125,5.12871448325287e-06,10.1122723247559,0.944129313451722,-6.42844676607177,TRUE,FALSE
GSE140829,3094,HINT1,368,-0.528329706221614,-0.0757998352177394,0.314666942236721,0.721489104268427,TRUE,FALSE,FALSE,0.530214811874201,0.000237264711068775,6.07370913727019e-06,10.2257205199565,-1.00671502096442,-6.36803898906892,TRUE,FALSE
GSE140829,9647,PPM1F,369,0.235512363653862,0.00865737416809486,0.754270138657486,0.932025239114114,TRUE,FALSE,FALSE,0.499889726963963,0.000241658472218485,6.22402046030073e-06,11.7641404558364,0.313224013004228,-6.82136933607715,TRUE,FALSE
GSE140829,1441,CSF3R,370,0.23400088832106,0.0272946890393187,0.203135427822843,0.625190042073014,TRUE,FALSE,FALSE,0.529861938158881,0.0002467120043002,6.40567935594956e-06,13.7740825942275,1.2747104670553,-6.06580981411958,TRUE,FALSE
GSE140829,23569,PADI4,371,0.304402406928217,0.150304676478845,0.00266145040270915,0.142808840913421,TRUE,TRUE,FALSE,0.57511799214856,0.000277196544996974,7.32015300707003e-06,11.6731003209246,3.02287049437925,-2.3887896915023,TRUE,FALSE
GSE140829,2896,GRN,372,0.272038258235453,0.0873591871460307,0.0394458756102068,0.373369575713662,TRUE,TRUE,FALSE,0.567288606589917,0.000320070077876748,8.66115209952997e-06,11.0462054771873,2.06612411956529,-4.76406762709593,TRUE,FALSE
GSE140829,7411,VBP1,373,-0.285931100570069,-0.00300225921126471,0.945620249415438,0.984990287164752,TRUE,FALSE,FALSE,0.497816593886463,0.000336685386409856,9.21619357924792e-06,8.8741977327478,-0.0682496586315193,-6.86770826127129,TRUE,FALSE
GSE140829,353514,LILRA5,374,0.209198892128813,0.0900439430454134,0.0269167342221026,0.330144571778821,TRUE,TRUE,FALSE,0.564531780688986,0.000343289747437409,9.45072500251727e-06,11.4221387240947,2.22072554881797,-4.43908607204047,TRUE,FALSE
GSE140829,115207,KCTD12,375,0.238832368265042,0.0191284995630929,0.626540021842127,0.886214381243544,TRUE,FALSE,FALSE,0.510850866746063,0.0003459299550087,9.53243652442949e-06,9.66366921973846,0.486970612213118,-6.75244890100134,TRUE,FALSE
GSE140829,8751,ADAM15,376,0.209888639228109,0.0175469869993859,0.546877189285748,0.851821783208803,TRUE,FALSE,FALSE,0.516673283048829,0.000354959249579238,9.85534788247766e-06,10.300210499292,0.602948405401098,-6.68980730640365,TRUE,FALSE
GSE140829,162073,ITPRIPL2,377,0.217273922220343,0.051531545124092,0.0384288120677581,0.369874424158488,TRUE,TRUE,FALSE,0.53954391072295,0.00036339497953688,1.01559423590626e-05,8.32327366130826,2.07696139592354,-4.74203436131297,TRUE,FALSE
GSE140829,6001,RGS10,378,-0.318907523990737,-0.155061975475865,0.000159056002840224,0.0438418675414942,TRUE,TRUE,TRUE,0.599422169291165,0.00038540793969759,1.09119465208467e-05,11.3828853703195,-3.81201158934492,0.210094018848132,TRUE,FALSE
GSE140829,837,CASP4,379,-0.272331650618868,0.0139850193603864,0.601591807685636,0.876163635735653,FALSE,FALSE,FALSE,0.489612280005293,0.000410307879356676,1.17882410931501e-05,11.1309851159419,0.522519165075959,-6.73466339951226,TRUE,FALSE
GSE140829,51307,FAM53C,380,0.207212686767114,0.0463821722196403,0.180328163565521,0.600105401940462,TRUE,FALSE,FALSE,0.526134709540823,0.000434901494595432,1.26877477938963e-05,10.7333768398536,1.34203806645434,-5.978806317344,TRUE,FALSE
GSE140829,23031,MAST3,381,0.219402507937115,0.0992263124296764,0.00326117117630384,0.153253555515235,TRUE,TRUE,FALSE,0.576661814653081,0.000436472924478448,1.27677612948265e-05,10.4375489916885,2.95944122514303,-2.57289886578052,TRUE,FALSE
GSE140829,54951,COMMD8,382,-0.229896262974059,-0.0169998554846517,0.6764660152173,0.906929380504772,TRUE,FALSE,FALSE,0.51433549468484,0.000450466916125527,1.32829083873975e-05,8.13076539351885,-0.417590024809436,-6.78355680988082,TRUE,FALSE
GSE140829,6189,RPS3A,383,-0.556010713899271,-0.203833117736836,0.0146547857202031,0.265329625491377,TRUE,TRUE,FALSE,0.573088968285475,0.000451560995081229,1.33387361419537e-05,11.3373475533981,-2.45122158492326,-3.91216402597348,TRUE,FALSE
GSE140829,89849,ATG16L2,384,0.220367664295883,0.0911423874351326,0.00240914344537549,0.138880595366648,TRUE,TRUE,FALSE,0.574610736182789,0.000459957546072315,1.36707803605335e-05,9.47039864614288,3.0535691755323,-2.29834388564258,TRUE,FALSE
GSE140829,7913,DEK,385,-0.286102890920337,-0.0495641728045273,0.204852699408771,0.625832238763239,TRUE,FALSE,FALSE,0.534912443209386,0.000501960699737675,1.50501759824275e-05,8.61239579933626,-1.26987064522238,-6.07189295650428,TRUE,FALSE
GSE140829,1178,CLC,386,-0.534846275060161,-0.0507493068205069,0.526788951981749,0.844457532871976,TRUE,FALSE,FALSE,0.511821269463191,0.000518305995146935,1.56484535354367e-05,11.120668726766,-0.633457540411491,-6.67111784769355,TRUE,FALSE
GSE140829,5495,PPM1B,387,-0.251955883583083,-0.00301557160512288,0.945850284766146,0.985053341941455,TRUE,FALSE,FALSE,0.508998279740638,0.00053484631030173,1.62594841475266e-05,9.46085789657194,-0.0679605043482353,-6.86772779342182,TRUE,FALSE
GSE140829,50856,CLEC4A,388,-0.23189524035432,0.0385366551906837,0.268653595013843,0.684032057444974,FALSE,FALSE,FALSE,0.474747474747475,0.000544334139514625,1.66899591339096e-05,10.3880152470153,1.10767402521688,-6.26246779121583,TRUE,FALSE
GSE140829,2205,FCER1A,389,-0.43323392102203,-0.170550356418258,0.0213818521865048,0.307222985718479,TRUE,TRUE,FALSE,0.562987958184465,0.000557067694550185,1.71676046987049e-05,9.79923799967372,-2.31006067991323,-4.24087100505426,TRUE,FALSE
GSE140829,9586,CREB5,390,0.285315421667099,0.0874093338073829,0.055822582486833,0.413547556170991,TRUE,FALSE,FALSE,0.555820210842045,0.000601922241510556,1.87698209541546e-05,10.4836309658521,1.91787763832754,-5.05411999268871,TRUE,FALSE
GSE140829,7439,BEST1,391,0.218912642267077,0.112485149849524,0.000208342514777878,0.0469122786444217,TRUE,TRUE,TRUE,0.591923602840633,0.000632121507170645,1.99589536996107e-05,9.04977907124696,3.7423979790796,-0.0418233493488218,TRUE,FALSE
GSE140829,3385,ICAM3,392,0.20886689538836,0.0376500300660496,0.0978481183958722,0.496492161639808,TRUE,FALSE,FALSE,0.549071501036567,0.000660679088106716,2.1050288778725e-05,13.3429832606907,1.6591698872749,-5.50943622290405,TRUE,FALSE
GSE140829,51192,CKLF,393,-0.276086562822139,0.0136138379405515,0.710544833794322,0.918680166426997,FALSE,FALSE,FALSE,0.493802655374708,0.00069060972037579,2.23463298696827e-05,11.8684598028476,0.371382671565081,-6.80162944312542,TRUE,FALSE
GSE140829,51185,CRBN,394,-0.241490788402417,-0.0790437677748676,0.0950866189384403,0.491827480180504,TRUE,FALSE,FALSE,0.549225883287019,0.00070090234530193,2.26976621919444e-05,9.10959190496206,-1.67302698427001,-5.48669310283378,TRUE,FALSE
GSE140829,401466,C8orf59,395,-0.200818933530989,-0.0678673239470276,0.0935364116234518,0.489481706259942,TRUE,FALSE,FALSE,0.548365753605928,0.000705994352730002,2.28994045311673e-05,8.40886776693023,-1.68094819614692,-5.47360852113799,TRUE,FALSE
GSE140829,6404,SELPLG,396,0.215731429193479,0.0823890267148008,0.00444672195792648,0.175592768325775,TRUE,TRUE,FALSE,0.573265405143134,0.000708422231740685,2.29966404750643e-05,8.73834889703678,2.86048990183742,-2.85264118125923,TRUE,FALSE
GSE140829,6283,S100A12,397,-0.462589234172153,0.156422278490696,0.014889055341775,0.267848707899191,FALSE,FALSE,FALSE,0.43524767323894,0.000727800441703007,2.37776252025511e-05,9.79692346777651,2.44542205248693,-3.92604185032003,TRUE,FALSE
GSE140829,1207,CLNS1A,398,-0.206595049604391,-0.0611085481940007,0.109010727745167,0.512584691646548,TRUE,FALSE,FALSE,0.539499801508535,0.000760588692476678,2.52259336187531e-05,9.44297162195623,-1.60615895355423,-5.59471803015977,TRUE,FALSE
GSE140829,401357,LOC401357,399,0.304552799310616,-0.072453087917352,0.126035463695919,0.535315876223875,FALSE,FALSE,FALSE,0.464646464646465,0.000811323440000312,2.71415022723344e-05,11.0969621809018,-1.53305481027434,-5.7078385963314,TRUE,FALSE
GSE140829,3092,HIP1,400,0.201543945914208,0.0430880640933397,0.173776309250517,0.590268374674966,TRUE,FALSE,FALSE,0.537625159895902,0.000948636087595305,3.31955793921326e-05,8.09098624794751,1.36254316679482,-5.95142717987345,TRUE,FALSE
GSE140829,567,B2M,401,-0.286166787488791,-0.0193051250512611,0.300568067903887,0.710510380242412,TRUE,FALSE,FALSE,0.532067398879626,0.000974366732738521,3.43248027033298e-05,14.0137935747344,-1.03652850686432,-6.33790684708399,TRUE,FALSE
GSE140829,5775,PTPN4,402,-0.20679747626419,0.00781549241451154,0.798624009375195,0.943627901022918,FALSE,FALSE,FALSE,0.495434696308059,0.00100203112374321,3.55665298425542e-05,8.80964455990977,0.255294456022176,-6.83769884350811,TRUE,FALSE
GSE140829,3150,HMGN1,403,-0.247441251763484,-0.0743446457405059,0.080995449373607,0.46758157487005,TRUE,FALSE,FALSE,0.556217193771779,0.00103589232499046,3.72649710877486e-05,10.7876689637625,-1.74926398782935,-5.35823358957443,TRUE,FALSE
GSE140829,6426,SRSF1,404,-0.205027124805427,-0.0192035012584843,0.412992046735202,0.783818552677023,TRUE,FALSE,FALSE,0.533126020025583,0.00104091472054753,3.76581532326272e-05,10.4023262805548,-0.819476175696603,-6.53726027314272,TRUE,FALSE
GSE140829,57035,RSRP1,405,0.214442154568054,-0.0124630796859975,0.731258905314103,0.925917639732026,FALSE,FALSE,FALSE,0.481231529266464,0.00118338013905803,4.35465012483698e-05,9.4929080887644,-0.343686188377335,-6.81144807633091,TRUE,FALSE
GSE140829,3181,HNRNPA2B1,406,-0.217141936929521,-0.00876014587913207,0.803591564747686,0.945078530880257,TRUE,FALSE,FALSE,0.511468395747872,0.00118920434047285,4.38480698577354e-05,11.3662357861142,-0.248863140448009,-6.83930657619386,TRUE,FALSE
GSE140829,3001,GZMA,407,-0.414769497026902,0.0400147270375752,0.545084071433552,0.8512057769574,FALSE,FALSE,FALSE,0.487098054783644,0.00129828084035194,4.86152342232929e-05,10.6968491543572,0.605648567459871,-6.688190360289,TRUE,FALSE
GSE140829,51060,TXNDC12,408,-0.242056705029222,-0.0324932047047832,0.323437422192328,0.730107022798632,TRUE,FALSE,FALSE,0.528913590048961,0.0013562691477757,5.10343956759188e-05,10.6036844588475,-0.988612138882605,-6.38590842674241,TRUE,FALSE
GSE140829,1890,TYMP,409,0.208593826471968,0.0422406854219002,0.177953159211209,0.595923158003686,TRUE,FALSE,FALSE,0.539301310043668,0.00137729166168845,5.21129614698673e-05,13.0791980605615,1.34940568080783,-5.96901617385738,TRUE,FALSE
GSE140829,5473,PPBP,410,-0.241662138538531,-0.102181059501846,0.131275646281957,0.54048512930972,TRUE,FALSE,FALSE,0.54766000617529,0.00142323335193922,5.40741026152993e-05,11.2546026641728,-1.51211977135386,-5.73927414700449,TRUE,FALSE
GSE140829,7178,TPT1,411,-0.240207214548315,-0.0363732562792565,0.167883172043244,0.582454051965134,TRUE,FALSE,FALSE,0.534316968814785,0.00145130899751008,5.54059042679725e-05,13.980123955999,-1.3814879347455,-5.92576587333308,TRUE,FALSE
GSE140829,3136,HLA-H,412,0.20072207355849,0.0379067342844232,0.162659276875458,0.577232821178235,TRUE,FALSE,FALSE,0.529023863084999,0.00151328001512254,5.8127137995417e-05,13.6212944194463,1.39870498053756,-5.90214039093923,TRUE,FALSE
GSE140829,6208,RPS14,413,-0.222957810406957,-0.0570691423730305,0.0337051511521498,0.355907695818638,TRUE,TRUE,FALSE,0.552335582903269,0.00172417736749637,6.73977792523762e-05,13.2646676072437,-2.13075651371938,-4.63099414450543,TRUE,FALSE
GSE140829,1871,E2F3,414,-0.209142464183494,0.0440800098682047,0.19169438994417,0.613414373906616,FALSE,FALSE,FALSE,0.454942437475189,0.00172417736749637,6.72746403151111e-05,8.90907294961506,1.30774497876645,-6.02367599097871,TRUE,FALSE
GSE140829,253018,HCG27,415,0.221766777566264,,,,FALSE,FALSE,FALSE,,0.0017361076019863,6.7909433103112e-05,,,,FALSE,
